翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,生体スキャン装置でもある。,В него также встроена функция,同时也是生物扫描仪。,생체 스캔 장치기도 하다.,
, ,сканирования тела., , ,
hi0200,リラックスチェア使用の優先順位は,Приоритетное использование кресла,使用躺椅的先后顺序，以人类评分,안락의자 사용 순서는,
,人間スコアにより決定されます。,для отдыха будет предоставляться в,为准。,인간 스코어 순으로 정해집니다.,
,申し訳ありませんが、今しばらくお待ちください。,порядке человеческого балла.,非常抱歉，您的分数还需稍作等候。,죄송하지만 잠시 기다려 주십시오.,
, ,Благодарим за терпение., , ,
hi0201,調べる,Осмотреть,调查,조사한다,
hi201-2,どくよう頼んでみる,Попросить его что-нибудь почитать,试着请对方让位,간곡하게 부탁한다,
hi201-3,あのさ……,Эм...,那个……,저기......,
hi201-4,\sh[5]……え……！？\.\.,\sh[5]Что?!\.\.,\sh[5]……哎……？！\.\.,\sh[5]......뭐?!\.\.,
,ま、まさか……,Не может быть...,难、难道……,"서, 설마......",
,そっちが犯人だったの！？,Это всё время был он?!,那个人才是凶手？！,그쪽이 범인이었어?!,
hi201-5,そ、そんな、,Не могу поверить...,怎、怎么这样，,"마, 말도 안 돼.",
,フェイクのためだけに,"Он всё это сделал, и в итоге",只为了一个赝品，,거짓 증언을 만들려고,
,そこまで……,это оказалось подделкой...? Ого...,就做到那个地步……,그런 짓까지......,
hi201-6,……聞こえていないようだ。,"...Кажется, он меня не слышит.",……好像根本没听见我说话。,......들리지 않는 모양이다.,
hi201-7,……,...,……,......,
hi201-8,聞こえていないようだ。,"...Кажется, он меня не слышит.",好像根本没听见我说话。,들리지 않는 모양이다.,
hi201-9,はぁ、面白かったぁ～。,"Ахх, ещё одна потрясающая книга...",啊～真是太好看了。,"와, 재미있었어~",
,やっぱりクリスティは,"Кристи определённо знает, как",克里斯蒂真的很擅长,역시 크리스티는,
,状況設定がうまいなぁ。,закрутить захватывающий сюжет.,设置情境啊。,상황 설정 묘사가 일품이라니까.,
hi201-10,次は何にしようかなぁ～！,Но что бы почитать дальше?,下一本看什么好呢～！,다음에는 뭘 읽어 볼까~!,
,代表作はだいたい読んじゃったから……,Я прочитал её самые известные произведения...,代表作几乎都看完了……,대표작은 대강 다 읽었으니......,
hi0202,背もたれを調べてみると、,На спинке кресла слабо виден,看了看椅背发现，,"등받이 쪽을 살펴보자,",
,うすく書かれたR-codeを見つけた。,R-код.,上面淡淡地印着它的R-code。,희미하게 적힌 R-codes를 발견했다.,
hi0203,\C[1]（困ったな……）,"\C[1](О, чёрт…)",\C[1]（有点难办……）,\C[1](어쩐다……),
hi0204,振動「最強」にする,Переключить мощность на ВЫСОКУЮ,把震动档位调到“最大”,"진동을 ""최고""로 설정한다",
hi0205,上級生の予約を入れる,Забронировать как студент,以高年级的名义预约,상급생 이름으로 예약한다,
, ,высокого ранга, , ,
hi0206,人間スコアの200以上高い生徒が予約済みです。,Пользователь с баллом на 200 очков выше,现有评分至少高于您200点的学生预约使用。,인간 스코어 격차 200 이상인 학생이,
,ただちに使用をやめてください。,"сделал бронирование. Пожалуйста,",请立即停止使用，让出空位。,예약했습니다. 사용을 중단해 주십시오.,
, ,освободите место., , ,
hi0207,……う〜ん。,Странно.,……嗯……,음…… 나와 인간 스코어가,
,ぼくより人間スコアが200以上も高い生徒……,"Я не припомню, чтобы в этом общежитии",人类评分比我还高了至少两百的学生……,200이나 차이나는 학생이……,
,って、この寮にいたっけ〜？,был кто-то на 200 баллов выше меня.,我们宿舍有这号人物吗～？,이 기숙사에 있었나?,
hi0208,他寮から……でも、この時間に？,"Может, посетитель? Но в такой час…",或者是从别的宿舍来的……但为什么现在来？,다른 기숙사인가… 이런 시간에?,
,ザネリがとんでもなくスコアを上げた……,Занелли накачивал свой балл…,难道是札内利又赚了一大笔分……,자넬리가 스코어를 너무 올렸나…,
,……いや、不自然すぎるなぁ。,"…Нет, нет. Этого не может быть.",……不对，那也太奇怪了吧。,"아니, 그래도 말이 안 되는데.",
hi0209,う〜ん、ミステリィだ〜。,Ещё одна загадка…,嗯～真是未解之谜～,흠…… 의문투성이네.,
hi0210,あ。,Погоди-ка… Я знаю!,啊。,앗.,
,まさか、ハンドラー……！？,"Это, должно быть, Хэндлер!",难道是Handler……？！,"설마, 핸들러 짓인가……?!",
hi0211,\C[1]（……まずいな。,\C[1](Чёрт!,\C[1]（……糟糕。,\C[1](……야단났네.,
,　そっとしておこう）,Мне нужно затаиться.),还是先不管他了）,조용히 있어야겠어),
ho0211-1,……ぷっ……,\FS[20]Пффф!  ,……噗……,......풉......,I adjusted the size of these characters of this sentence only English version.(by Horin)
ho0211-2,エーミールさん、,"У Эмиля много талантов, но, блин…",会长的拍照技术还是那么烂。,"에밀 씨, 사진 실력은",
,相変わらず写真下手だなぁ。,На фотографии точно не один из них!,,여전히 엉망이네.,
hi0212,生体スキャン,Выполнить сканирование тела,扫描生物状态,생체 스캔,
hi0213,何もしない,Ничего не делать,什么都不做,하지 않는다,
hi0214,……そうだ。,"Ах, да.",……对了。,……자.,
,生体データを更新しないと。,Мне нужно обновить данные тела.,得更新生物信息。,생체 데이터를 갱신하자.,
hi0215,胃容積：49㎤　血糖値：77mg/dL,Объём желудка: 49 мл Глюкоза крови: 77 мг/дл,胃容积：49㎤　血糖：77mg/dL,위 용적: 49㎤ 혈당: 77mg/dL,
,状態：空腹,Состояние: Голоден,状态：饥饿,상태: 배고픔,
,生体データを更新しました。,Данные тела обновлены.,已更新生物信息。,생체 데이터를 갱신하였습니다.,
hi0215-2,入る,Войти,进入,들어간다,
hi0215-3,やめておく,Забить,算了,그만둔다,
hi0215-4,\C[1]（トイレだ。,\C[1](Хм. Туалет.,\C[1]（是厕所。,\C[1](화장실이야.,
,もう用事はないな）,Сейчас не очень то и хочется.),暂时不用去了）,갈 필요 없어.),
hi0216,授業お疲れ様でした。,"Хорошо поработали, студенты.",课业结束，各位同学辛苦了。,"수업, 수고하셨습니다.",
,夕ご飯の時間です。,Сейчас будет подан ужин.,现在是晚饭时间。,저녁 식사 시간입니다.,
,食堂に集まりましょう。,"Пожалуйста, пройдите в столовую.",请大家前往食堂。,식당으로 모이십시오.,
hi0217,「食堂はこちらです」,"""Столовая в этой стороне.""",“食堂请走这边。”,"""식당은 이쪽입니다.""",
hi0218,そちらは食堂ではありません。,Это не путь в столовую.,那边不是食堂。,여기는 식당이 아닙니다.,
,食堂はこちらの通路です。,Столовая дальше по этому коридору.,请沿指示路线前往。,식당은 이쪽 통로입니다.,
,お間違えのないよう,"Пожалуйста, не делайте ненужных",务必注意不要走错。,다른 길로 가지 않도록,
,ご注意ください。,остановок по дороге.,,주의해 주십시오.,
hi0219,\C[1]（相変わらず、死ぬほど混んでるな。,"\C[1](Народу здесь, как обычно, полно.",\C[1]（还是一样人多得要死。,\C[1](여전히 숨막힐 정도로 붐비네.,
,　座れる場所があるといいけど……）,"Надеюсь, смогу найти место, где сесть…)",希望能有位子坐……）,빈 자리가 있어야 할텐데……),
hi0220,……！？,?!,……？！,……?!,
hi0221,…………！,…!,…………！,……!,
hi0222,メニューを表示する,Показать меню,显示菜单,메뉴를 표시한다,
hi0223,学食のおすすめメニューが表示されている。,Отображены сегодняшние специальные,这些是学生食堂今天的推荐菜色。,추천 급식 메뉴가 보인다.,
,カレルレンが考案した新メニューだ。,"блюда столовой. Это меню было",都是卡列伦构思的新搭配。,카렐렌이 고안한 새로운 메뉴다.,
, ,"""лично отобрано"" Кареллен.", , ,
hi0224,地球時代の絵画だ。,Картина Земли более ранней эпохи.,地球时代的画。,지구 시대에 있던 그림이다.,
hi0225,\C[1]（地球の風景……,\C[1](Странно видеть Землю такой...,\C[1]（地球的风景……,\C[1](지구의 풍경인가……,
,　何故か懐かしい気分になる。,"Это наполняет меня ностальгией по месту,",不知为什么，看到总觉得很怀念。,한 번도 가 본 적 없는데,
,　行ったこともないのに）,где я никогда не был.),明明我从来没去过）,어딘지 모르게 그리워),
hituika01,……よく見ると、額縁にR-codeが書いてある。,"Смотри, на раме R-код...",仔细一看……画框上写有R-code。,…액자에 R-codes가 새겨져 있다.,
hituika02,イタズラする,Немного подшутить,恶作剧,그림을 바꾼다,
hi0226,生徒達は、賑やかに食事をしている。,"Студенты, кажется, наслаждаются ужином.",学生们吵吵闹闹地吃着饭。,학생들이 떠들썩하게 식사 중이다.,
hi0227,あの……,Прошу прощения…,请问……,저기……,
hi0228,……, … ,……,……,
hi0229,……, … ,……,……,
,答える気はなさそうだ。,"Так, это ни к чему не приведёт.",看样子不想搭理我。,대꾸할 생각이 없는 듯하다.,
hi0230,座る,Сесть,坐下,앉는다,
hi0231,こちらは「人間スコア\V[501]以上」の座席です。,"Чтобы сидеть здесь, ваш балл должен быть \V[501] или выше.",本区域的落座条件为“人类评分\V[501]以上”。,인간 스코어 \V[501] 이상 전용석입니다.,
,スタイラス様の人間スコアは\C[18]\V[3]\C[0]のため、,"Ваш балл, \C[18]\V[3]\C[0],",斯泰拉斯同学，您的人类评分为\C[18]\V[3]\C[0]，,"스트라토스 님의 인간 스코어는 \C[18]\V[3]\C[0],",
,着席禁止です。別の座席にお座りください。,не соответствует этому требованию.,禁止落座本区域。请选择其他座位。,금지석이니 즉시 이동해 주십시오.,
hi0232,「スコア制限なし」の席だ。,У этого места нет требований к баллу.,这里是“评分不限”的座位。,스코어 제한 없음 자리다.,
,……空いてない。,…Но оно уже занято.,……没有空位了。,……빈 자리는 없다.,
hi0233,待つ,Подождать,等待,기다린다,
hi0234,……うう、腹減った……,Кхх… Я умираю с голоду…,……呜，好饿……,으… 배고파……,
hi0235,……まずいな。早く食べないと……,Это плохо… Мне нужно поторопиться и поесть.,……糟糕。要抓紧了……,야단났네… 빨리 먹어야 하는데…,
hi0236,座る,Сесть,坐下,앉는다,
hi0237,よし。,Аххх…,好。,좋아.,
,配膳予約……っと。,Теперь заказать еду…,然后，预约送餐……,급식 예약을 해볼까……,
hi0238,……, … ,……,……,
hi0239,いつになったら来るんだ？,Моя еда скоро будет…?,要等多久才会送来啊？,얼마나 더 기다려야 하지?,
hi0240,配膳Rは忙しそうに動き回っている。,П-R-ислуга суетится вокруг.,配餐R四处奔波，忙于劳作。,급식 R이 분주히 돌아다닌다.,
hi0241,配膳は着席後、自動で行われます。,П-R-ислуга подойдёт и обслужит вас,当您落座后，将自动为您配餐。,급식은 착석 후 자동으로 진행합니다.,
,まずはご着席ください。,"автоматически, как только вы сядете.",请您尽快落座。,먼저 자리에 앉아 주십시오.,
hi0242,……配膳、来ないんだけど。,…Я сел. И он не подошёл.,……可是，等了很久都没给我送啊。,……식사가 안 왔어.,
hi0243,スタイラス様は,"Внимание, мистер Стайлус.",斯泰拉斯同学，,스트라토스 님은 인간 스코어가,
,人間スコアが\C[18]\V[3]\C[0]のため、,"Поскольку ваш человеческий балл \C[18]\V[3]\C[0],",您的人类评分为\C[18]\V[3]\C[0]，,현재 \C[18]\V[3]\C[0]인 관계로,
,配膳の優先順位が下がります。,приоритет вашего обеда в,配餐优先级较为靠后。,급식 할당 순서가 낮습니다.,
, ,настоящее время НИЗКИЙ., , ,
hi0244,申し訳ございませんが、,"Пожалуйста, подождите, пока другие студенты",非常抱歉，,죄송합니다만,
,他の生徒の受け取りが,получат свою еду.,请您耐心等待其他学生结束领取。,다른 학생의 식사가 끝날 때까지,
,終わるまでお待ちください。,Благодарим за терпение.,,기다려 주시기 바랍니다.,
hi0245,……でも、,Но…,……可是，,"……하지만,",
,残り時間が……,У меня заканчивается время.,时间不多了……,이제 시간이 없는데……,
hi0245a,\C[1]（配膳RのR-codeは……,"\C[1](Если я правильно помню, R-коды П-R-ислуг",\C[1]（配餐R的R-code……,\C[1](급식 R의 R-codes는……,
,機体の底にあったはずだ）,написаны у них снизу.),记得是写在机体的底部）,본체 옆에 새겨져 있을 거야),
hi0245b,\C[1]（どうにかして、,\C[1](Но как мне заставить эту штуку,\C[1]（能不能想办法，,\C[1](무슨 수를 써서든,
,こいつをひっくり返せれば……）,перевернуться?),把这家伙翻过来看看……？）,저걸 넘어뜨릴 수만 있다면……),
hi0246,………………, … ,………………,…………,
hi0247,……このままじゃ、,"Не думаю, что я получу еду",……再这么等下去，,이대로 가면……,
,間に合わないかもな……,вовремя…,恐怕会没饭吃……,못 먹겠는데……,
hi0248,……, …,……,……,
hi0248a,ここは……無理だな。,Нет... Лучше не буду рисковать.,这里……不行，不能坐。,여기는…… 안 되겠네.,
,他の席に座ろう。,Мне нужно найти другое место.,找别的位置吧。,다른 자리에 앉아야겠어.,
hi0249,や。ジョバンニ。,"Привет, Джованни.",呦，乔班尼。,"이봐, 조반니.",
,夕食済んだ～？,"Уже закончил есть, м?",晚饭吃了吗～？,"저녁, 먹었어?",
hi0250,……いや。まだだ。,"Вообще-то, ещё нет…",……还没有。,"……아니, 아직.",
,配膳の順番が来なくて。,Я всё ещё жду своей очереди.,配餐还没轮到我。,급식 순서가 안 왔어.,
hi0250a,へ～……,О? Какая жалость…,哦～……,……그렇구나~,
,相変わらずたいへんそうだね～。,"Должно быть, ужасно иметь низкий балл!",今天也苦哈哈的呢～,여전히 힘들게 사네~,
hi0251,……夕食といえば、,"Но если ты так голоден, я видел там",……说到晚饭，,"……저녁이라 하니 생각났는데,",
,むこうに誰かの食べ残しが,остались какие-то объедки.,那边桌上好像有一份没吃完的。,저기 누가 먹다 남긴 게 있거든.,
,あるな。誰のなんだろう～。,Зачем кому-то тратить столько еды?,不知道是谁啊～居然剩饭哎～,누구 거려나.,
hi0252,配膳Rも片づけてないんだよね。,"Она там уже целую вечность стоит, но",而且，那份在桌上摆了很久，,시간이 꽤 지났는데 급식 R조차,
,ミステリィだ～。,П-R-ислуги её не убрали.,都没有被配餐R收走。,정리하지 않다니 말이야.,
,,"Просто ещё одна загадка, полагаю!",真是未解之谜啊～,의문투성이란 말이지.,
hi0253,ほとんど食べ残されている。,Кто-то оставил половину своей еды.,盘子里的食物几乎没怎么动。,거의 입도 대지 않은 음식이다.,
,配膳Rに片づけられる気配もないようだ。,Но П-R-ислуги её не уносят…,配餐R也毫无过来收拾的迹象。,급식 R이 정리하러 올 것 같지도 않다.,
hi0253a,……なんだこれ。,Эмм… Что это?,……这什么啊。,……이건 뭐지?,
,\C[1]（なんとなく……嫌な予感がする）,\C[1](У меня плохое предчувствие на этот счёт.),\C[1]（多少有点……不好的预感）,\C[1](어째…… 예감이 안 좋은데),
hi0253c,どうしよう。,Вот это засада...,怎么办……,어쩌지.,
,このままこれを食べるか、,"Мне просто сдаться и съесть это, или",要干脆吃掉这份，,"그냥 이걸 먹을까,",
,それとも別の方法を探すか……？,попытаться найти какой-то другой способ?,还是想别的办法……？,다른 방법을 찾아볼까……?,
hi0254,これを食べる,Съесть это,吃掉这份,음식을 먹는다,
hi0255,……いまのうちだな。,"Ладно, никто не смотрит.",……趁现在。,……지금 뿐이야.,
hi0256,\C[1]（これを食べるしかないか……）,"\C[1](Что ж, есть-то надо...)",\C[1]（看来只能吃这个了……）,\C[1](이걸 먹을 수밖에 없겠어……),
,,,,,
hi0257,……, … ,……,……,
hi0258,よう。,Что это тут у нас?,哎呦。,이봐.,
,“生き残り”くん。,"Это ""Единственный Выживший"" выживает",这不是咱们“大难不死的幸存者”嘛。,찌끄레기.,
, ,себе потихоньку., , ,
hi0259,それ、俺の飯なんだけど。,"Не помню, чтобы я разрешал тебе",你手里那盘，是我的饭哎。,거긴 내 자리거든.,
,返してくれない？,есть мою еду. С чего бы?,别捧着不放好吗？还给我啊。,나오시지 그래?,
hi0260,\C[1]（くそ、やっぱ罠だったか）,"\C[1](Чёрт, я так и знал, что это ловушка!)",\C[1]（可恶，果然是给我设的套）,"\C[1](젠장, 역시 함정이었나)",
hi0261,……おい、聞こえねえのか？,Алло-о-о? Земля вызывает Джованни! ,……喂，你是聋了吗，小偷？,"…이봐, 안 들려? 좀도둑.",
,泥棒。,,,,
hi0261a,スコアはなくても耳はあんだろ？,"Ты меня слушаешь, ты, кусок",分数没几分，连耳朵都没长吗？,스코어는 낮아도 귀는 멀쩡하지?,
, ,дерьма с низким баллом?, , ,
,,,,,
hi0262,さっきはよくも生意気言ってくれたな？,Ну и речь ты задвинул на уроке.,我看你刚刚在课堂上挺得意啊？,스코어 최하위 주제에,
,最低スコアのくせに。,"Громкие слова для такого мусора, как ты.",一个垫底的，还真有脸顶嘴。,아까는 건방지게 잘도 대들었겠다?,
hi0263,お前につきあったせいで、,"Тебе повезло, что вся эта болтовня",要是因为搭理你这种货色，,너랑 어울리다,
,俺のスコアまで下がったら,не обрушила оба наших балла. Что?,害得我的人类评分都下降了，,내 스코어까지 떨어지면,
,どうしてくれんだ？,Пытаешься и мою жизнь испортить?,你打算怎么赔我？,어떻게 책임질 거야?,
hi0264,なあ。何とか言えよ。,"О. О-о-о… Так ТЕПЕРЬ ты заткнулся, да?",喂，说句话啊，你不是很会说吗？,"이봐, 뭐라고 말 좀 해 봐.",
hi0265,この……,"Ты, ничтожество…",你这……,이……,
hi0266,いいぞ、ザネリ！,"Да! Херачь его, Занелли!",上啊，札内利！,"잘 한다, 자넬리!",
,もっとやれー！,Надери ему задницу!,再给他来两下～！,더 몰아붙여~!,
hi0267,……, … ,……,……,
hi0268,あ……？,Какого хрена…?,啊……？,응……?,
hi0269,………………, …,………………,……,
,ごちそうさま。,"Спасибо за еду, Занелли.",我吃好了。,잘 먹었어.,
,どうもありがとう。,Было очень вкусно.,多谢款待。,정말 고맙다.,
hi0271,実は、昼もろくに食べてないんだ。,"…На самом деле, я почти",其实我今天午饭也没怎么吃。,실은 낮부터 한 끼도 못 먹었거든.,
, ,ничего не ел весь день., , ,
hi0271a,どうせならおかわりもくれない？,"Будь другом, принеси мне добавки.",反正都这样了，要不你再给我来一份？,"기왕 이렇게 된 거, 한 그릇 더 줄래?",
hi0272,……, … ,……,……,
hi0273,……この野郎……,"Ах ты, мелкий…",……这混蛋……,이 새끼가……!,
hi0274,なら、くれてやるよ！,"Дам тебе добавки, как же!",好啊，我请你吃个够！,"좋아, 실컷 먹여주지!",
hi0275,……, … ,……,……,
hi0276,あ、ちょっとザネリ！,"Ого, Занелли!",啊，等等，札内利！,"앗, 자넬리, 잠깐만!",
,やばくね？　今のは流石にスコア,"Не знаю, чувак. Твой балл",这不太好吧？,그러면 안 되는 거 아니야?,
,下がったんじゃない？,"упадёт, если продолжишь…",刚刚那下应该会扣分吧？,스코어가 떨어지면 어쩌려고?,
hi0277,……うるせえ。,"…Да, да. Пофиг.",……烦死了。,……시끄러워.,
,もういい。行くぞ。,Я всё равно с ним закончил. Пошли.,够了，走吧。,"됐어, 그만 가자.",
hi0278,ただいまの時間で、学食の営業時間が,Столовая скоро закрывается.,今日学生食堂营业已结束。,급식 운영 시간을 종료합니다.,
,終了いたしました。本日ご利用いただいた,"Спасибо за посещение. Надеемся, вам",感谢各位同学的使用。,"식당을 이용해 주신 여러분,",
,皆様、ありがとうございました。,понравилась ваша еда.,,진심으로 감사드립니다.,
hi0279,……, … ,……,……,
hi0280,配膳Rは忙しそうに,"П-R-ислуга спешит убрать",配餐R四处奔波，,급식 R이 분주하게 움직이며,
,後片付けをしている。,"посуду, оставленную студентами.",忙于收拾。,뒷정리 중이다.,
hi0281,学食の営業時間は終了しているため、,"Поскольку столовая закрыта,",学生食堂今日已打烊，,급식 운영 시간이 끝나,
,この扉はロックされています。,дверь заперта.,此门上锁。,문이 잠겼습니다.,
hi0282,部屋に返してくれないと,Как мне теперь вернуться в свою,可是你不让我回房间，,방으로 돌아가지 않으면,
,困るんだけど。,комнату?,我会很难办啊。,귀찮아질 거야.,
hi0283,人間スコア：\C[18]\V[3]\C[0],Человеческий Балл: \C[18]\V[3]\C[0],人类评分：\C[18]\V[3]\C[0],인간 스코어: \C[18]\V[3]\C[0],
,申し訳ありませんが、,У вас нет разрешения отпирать,非常抱歉，,죄송합니다만,
,ロックの解除はできません。,эту дверь.,不能为您开门。,열어드릴 수 없습니다.,
hi0284,ああ、そう。……また、か。,Конечно… Следовало ожидать.,啊，是吗……又来了。,"아, 그래…… 이럴 줄 알았어.",
hi0285,カレルレンに侵入。\.\.,"Мне, взломать Кареллен…?\.\.",入侵卡列伦。\.\.,카렐렌에 침입.\.\.,
,あのＲ・カレルレンに……,…ТУ САМУЮ R. Кареллен?,那可是R·卡列伦啊……,저 R-카렐렌에게……,
hi0286,\C[1]（……\.\.\.もちろん、,"\C[1](.\..\..\.Если честно, это не",\C[1]（……\.\.\.当然，,"\C[1](……\.\.\.당연히,",
,　今まで考えなかったわけじゃない。,впервые приходит мне в голову.,我也不是从来没想过。,생각해 본 적이 없는 건 아니다.,
,　僕はハッカーなんだから）,"В конце концов, я хакер.)",毕竟我是个黑客）,난 해커니까),
hi0287,\C[1]（けど……\.\.\.,\C[1](Но.\..\..\.,\C[1]（可是……\.\.\.,\C[1](하지만……\.\.\.,
,　もし、失敗したら……）,Если я хоть раз ошибусь…),万一失败了……）,만약 실패했다가는……),
hi0288,……くそっ……！,…Проклятье!,……可恶……！,젠장……!,
,なんなんだ、こいつ……,"Кто, чёрт возьми, этот парень?",这家伙到底想干嘛……,"이 자식, 대체 정체가 뭐지……",
hi0289,……そもそも,"…То есть, это вообще возможно?",……再说了，,……애초에 어떻게,
,思考アルゴリズムなんて、,"Как я могу взломать разумный алгоритм,",思维算法这种东西，,사고 알고리즘 내부로,
,どこにあるんだよ……,"если я даже не знаю, где он находится?",要到哪里去找啊……,침입하라는 거야……,
hi0290,\C[1]（何か映った……！　バレたか！？,"\C[1](Что, чёрт возьми, это было?! Меня",\C[1]（刚那是什么……？！被发现了吗？！,\C[1](뭔가 보였어……! 들켰나?!,
,　まずい！　逃げ……！）,раскрыли? Мне нужно выбираться отсюда!),糟糕！我得快逃……！）,큰일이야! 도망쳐야……!),
hi0291,ひっ……！,И-ик!,噫……！,히익……!,
hi0292,……, … ,……,……,
hi0293,…\.…\.動かなくなった。,…\.\.Он не двигается.,…\.…\.不动了。,…\.…\.움직이지 않네.,
,どういうことだ……？,Что происходит?,怎么回事……？,왜 저러지……?,
hi0294,ロックが外れて半開きになっている。,Дверь отперта и оставлена приоткрытой.,门锁解除，门开了一条缝。,잠금 장치가 풀린 채 반쯤 열려 있다.,
hi0295,掃除Ｒが開けたのかな……,...Это тот Убо-R-щик сделал?,是清洁R打开的吗……？,청소 R이 열어 뒀나……,
,,,,,
hi0296,……停電？,Отключение света?,……停电了？,……정전인가?!,
hi0297,……………, … ,……………,…………,
hi0298,特に用事はない。,Мне там делать нечего.,用不着去那边。,여기에 볼 일은 없어.,
hi0299,……ロックされている。,…Заперто.,……此门上锁。,……잠겨 있다.,
hi0300,はあ？　なんでだ……？,"Как так то…?",啊？为什么……？,응? 어째서……?,
hi0301,\C[1]（この扉のR-codeは、たしか……）,"\C[1](Какой там был R-код у этой двери?)",\C[1]（记得这扇门的R-code是……）,\C[1](이 문의 R-codes는 분명……),
hi0302,ロックを解除,Открыть дверь,开锁,잠금 장치를 해제한다,
hi0303,……ロックを解除した。,Дверь отперта.,……已开锁。,……잠금 장치를 해제했습니다.,
hi0304,……！？,…?!,……？！,……?!,
hi0305,はあ……？　なんだこれ？,А? Что это?,啊……？什么情况？,응……? 이게 뭐지?,
,ど、どういう……？,Какого…?,共、共生课程……？,"이, 이건 대체……?",
hi0306,共生プログラムって……,Программа Симбиоза…?,是什么啊……？,공생 프로그램이라니……,
hi0397a,へ……,Н-Нет...,噫……,어......,
hi0307,ダッシュ　：　Shiftキー,Рывок: Нажмите Shift,冲刺　：　Shift键,달리기: Shift 키,
hi0308,\C[1]（止まった……？,\C[1](Оно… остановилось?,\C[1]（停住了……？,\C[1](멈췄잖아……?,
,　なんだ？　何をするつもりだ？）,Что оно собирается делать?),怎么了？它想干什么？）,뭐지? 뭘 할 생각이지?),
hi308-2,……よく見ると、,Хмм... Я едва могу разглядеть там R-код,仔细一看……,"……자세히 살펴보니,",
,端にR-codeが書いてある。,на краю...,它的侧面写着R-code。,끝부분에 R-codes가 새겨져 있다.,
hi0309,溢れさせる,Зафлудить его,让它溢出,넘쳐흐르게 한다,
871,ジョバンニ・,"Поздравляю,",乔班尼·斯泰,조반니,
,スタイラス様、,мистер Стайлус.,拉斯同学，,스트라토스 님.,
,,,,,"[notice]この行は、文字を時間差で表示させるために半角スペースを大量に挿入しています。
This line is inserted a large number of single-byte spaces in order to delay to displaying bellow sentences.
这一行插入了大量单字节空格，以便延迟显示下面的句子。
이 줄은 아래 문장을 표시하는 데 지연을 주기 위해 많은 수의 단일 바이트 공백을 삽입합니다."
,カレルレン,Вам,卡列伦已决,저 카렐렌은,
,は、あなた,предоставлен,定为您的人,당신에게,
,に新たな人,доступ к,生开启新的,새 인생을,
,生の扉を開,новому пути.,大门。,향한 문을,
,くことを決,Новая,,열어드리기로,
,定しました。,жизнь.,,결정했습니다.,
872,これは、,Эта программа,这是为了让,이는,
,あなたが,- это шанс,您成为一名,당신을,
,社会に貢献,для вас,能够对社会,사회에 공헌할,
,できる人間,вырасти и,做出贡献的,인간으로 만들,
,として成長,стать,人类而设计,목적으로,
,するための,полезным,的课程目标,특별 편성한,
,プログラム,членом,。,프로그램,
,です。,общества.,,입니다.,
,どうか安心,"Пожалуйста,",还请您放宽,그러니 마음,
,して、新た,сохраняйте,心，接受改,편히 새로운,
,なステージ,спокойствие и,造，走向新,무대를 향해,
,へ進んで,переходите к,的人生舞台,나아가시기를,
,ください。,следующему,。,바랍니다.,
,,этапу.,,,
873,カレルレン,Я поведу,卡列伦将缔,저 카렐렌은,
,は、より良,человечество,造一个更美,더 좋고,
,い社会を,в светлое,好的社会。,훌륭한 사회를,
,作ります。,будущее.,,만들어갑니다.,
,,,,,
873a,カレルレン,Я стремлюсь,卡列伦将会,저 카렐렌은,
,は、全存在,лишь принести,持续为所有,계속해서,
,の真の幸福を,истинное,存在谋求,모든 존재의,
,追求し続け,счастье всем,真正的幸福。,진정한 행복을,
,ます。,живым,,추구합니다.,
874,これが、,существам.,这便是卡列,이것이 바로,
,カレルレン,Ваше будущее -,伦所决定的,저 카렐렌이,
,の決定した,мой план.,您的未来。,결정한,
,あなたの,Вы должны,,당신의,
,未来です。,держаться,,미래입니다.,
,,курса любой,,,
,,ценой.,,,
875,                                                                                                                                                                                                                                                              ,                                                                                                                                 ,                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                              ,"[notice]この行は、文字を時間差で表示させるために半角スペースを大量に挿入しています。
This line is inserted a large number of single-byte spaces in order to delay to displaying bellow sentences.
这一行插入了大量单字节空格，以便延迟显示下面的句子。
이 줄은 아래 문장을 표시하는 데 지연을 주기 위해 많은 수의 단일 바이트 공백을 삽입합니다."
,人類の,"Отныне,",衷心祈愿,인류의,
,幸福を,до скончания,全人类,행복을,
,祈って、,времён.,幸福，,"기원하며,",
,,,,,
,R・カレルレン,R. Кареллен,R·卡列伦,R-카렐렌,
hi0310,…\.…\.つっ\.…\.…\.う\.…\.…,Нгх…\.\.\. Акх…\.\.\.,…\.…\.好、\.…\.…\.痛\.…\.…,…\.…\.윽\.…\.…\.으\.…\.…,
hi0311,\C[1]（何なんだ――）,\C[1](Какого хрена?),\C[1]（什么啊――）,"\C[1](뭐야, 이게……)",
hi0312,\C[1]（何だこれ、どういうことだ！？,\C[1](Да пошло оно всё! К чёрту твоё,\C[1]（这都什么乱七八糟的？！,"\C[1](뭐냐고, 그게 무슨 소리야?!",
,　幸福ってなんだ！　何に祈ってるつもりだ！）,счастье. Ты о нём ни черта не знаешь!),什么狗屁幸福！你还能跟谁祈愿？！）,행복이 뭔데! 뭘 기원하겠다는 건데!),
