翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,出世コース間違いなしだ！,"Спорим, ты быстро пойдёшь в гору.",以后就等着升官加爵啦！,출세도 따 놓은 당상이겠는데!,
ho705_sa,おまえ、Rみたいに真面目なやつだな！,Хех! Весь такой деловой... прямо как Р.,你这家伙，简直跟R一样敬业嘛！,"너 말야, R처럼 성실한 녀석이잖아!",
,カレルレンにも好かれてるだろ。,"Кареллен, должно быть, обожает таких, как ты.",卡列伦一定很喜欢你吧？,카렐렌이 많이 예뻐하겠어.,
,出世コース間違いなしだ！,Ты быстро продвинешься по службе.,以后就等着升官加爵啦！,출세도 따 놓은 당상이겠는데!,
ho706,……やるじゃないか。,Хех... Неплохо.,……挺能干嘛。,......제법이잖아.,
ho707,……\.\.,...\.\.,……\.\.,......\.\.,
ho707a,挟み撃ち、だ。,Окружить цели.,准备，夹击。,협공한다.,
ho707b,カムパネルラ・デミオンへ,"Всем подразделениям, обезвредить мистера ДеМиллиона",目标，康帕聂拉·德米安。,"대상, 캄파넬라 데미안.",
,麻痺弾。一斉射撃。,нелетальными патронами. Приготовиться к стрельбе.,麻醉弹，齐射。,"마비탄, 일제 사격.",
ho707c,一斉！？,"Что, ВСЕ подразделения?!",齐射？！,일제 사격?!,
,……やべ、あっちにも……,"Чёрт, они повсюду...",……糟糕，那边也有……,"큰일이야, 이쪽에도……",
ho707d,\C[1]（くそ、どうする――）,"\C[1](О боже, что же нам делать?!)",\C[1]（可恶，怎么办――）,"\C[1](젠장, 어쩌지……)",
ho707e,銃を奪う,Выхватить пистолет,夺枪,총을 빼앗는다,
ho708,形態変化。選択。ドローン。,Активация режима дрона.,变形。选择——无人机。,"형태 변화. 대상, 드론.",
,空中展開開始。,Начинаю воздушную атаку.,开始空中拓展。,"공중 전개, 시작.",
ho709,（なんだあれ……ドローン？,"(Что, дрон...?",（那是什么……无人机？,(저건 뭐지...... 드론?,
,合体してる？）,Эта штука только что... трансформировалась?),合体了？）,합체하잖아?),
ho709-1,R-code入手：「Robot Sesame:E-54」,R-код получен: «Робот Сезам»: E-54,"获得R-code：""Robot Sesame:E-54""",R-codes 획득: Robot Sesame:E-54,
ho710,\{こっちだ！,\{Туда!,\{这边走！,\{이쪽이야!,
ho711,よし！！　ロックした――,"Так, заперто!",好！！锁上了——,좋아!! 잠궜어......,スペース挿入　翻訳出し直し必要ないです
ho711a,閉める,Закрыть дверь,关闭,닫는다,
ho712,ありがとう、楽しかったよ！,"Что ж, было весело, но с нашей игрой",谢谢你啊，我玩得很开心！,"고마워, 즐거웠다고!",
,けど、追いかけっこはそろそろ終わりだ！！,в салки на сегодня покончено!,不过，这局鬼抓人也该结束喽！！,이제 술래잡기를 끝내 보실까!!,
ho713,\{凝華酸素――,\{Пора тебе остыть!,\{凝华氧气――,\{응화 산소......,
,放出！！,"С небольшим кислородным залпом, то есть!",喷射！！,방출!!,
ho714,……ッ！,Агх!,……！,......큭!,
ho715,……おわ、\.……った？,Это сработало\....?,……没事\.……了？,끝...... 났나\.......?,
ho716,……,...,……,......,
ho717,ひっ――,Ааа!,噫——！,히익......,
ho718,ジョバンニ、大丈夫か！？,Джованни! Ты в порядке?!,乔班尼，你没事吧？！,"조반니, 괜찮아?",
,今そっちに行くぞ！,Я сейчас буду!,我马上过去！,지금 그쪽으로 갈게!,
ho719,なーんて、な！,Хех. Я звучал как кинозвезда?,哎呀～开个玩笑！,......뻥이지롱!,
ho720,今度こそ、終わった……？,Это наконец закончилось...?,这次真的没事了……？,정말 끝난 거 맞지......?,
ho721,みたいだな。,Похоже на то.,看来是了。,그런 것 같네.,
,素直で助かったよ。,"Они легли легче, чем я думал.",幸好那家伙够老实。,정직한 녀석이라 살았어.,
ho722,それにしても、やるじゃないか！,Должен отдать тебе должное. Ты отлично справилась.,话又说回来，你很厉害嘛！,그건 그렇고 제법인데!,
,良い場所を思いついたな。,"Ты нашла хорошее место, чтобы нам спрятаться.",能想到这个好地方。,딱 알맞은 곳을 찾아내다니.,
,二進法君がちょっとだけ邪魔だけど……,Но эти железяки нам мешают.,虽然二进制铁块有点碍事……,이진법 놈들이 조금 걸리적거리지만......,
ho723,この通路から他の場所に出られないか、,"Я бы сказал, сейчас наш лучший вариант – осмотреться",不过，我们还是到处找找看，,이 통로를 지나 다른 곳으로 갈 수 있나,
,探検してみようぜ。,"и посмотреть, есть ли другой выход отсюда.",有没别的出路吧。,한번 탐험해 보자고.,
ho724,そうだね。,"Да, ты прав.",嗯。,그러자.,
,\C[1]（母さん……）,\C[1](Мама...),\C[1]（妈妈……）,\C[1](엄마......),
yamaHuka,……,...,……,......,
yama724T1,\T[3]「そちらはR用通路です。」,\T[3]«Этот маршрут только для R».,\T[3]“本通道为R专用…”,"\T[3]""여기는 R 전용 통로입니다.""",
yama724T2,\T[3]「R用通路は、人間の通過を想定していない通路です。」,\T[3]«Р-Пути не предназначены для использования людьми».,\T[3]“R用通道设计之初，并未考虑到人类通行…”,"\T[3]""R 전용 통로는 인간의 출입을 상정하지 않은 통로입니다.""",
yama724T3,\T[3]「足場が不安定なため落下するおそれがあります。」,"Пожалуйста, двигайтесь вперёд.",“请继续前进”,전진하십시오,
yama724T4,\T[3]「メンテナンスモードの…」,\T[3]«Осторожно: Столкновение с...»,\T[3]“您可能与进入维保模式…”,"\T[3]""점검 모드 상태의...""",
yama724T5,\T[3]「危険ですので廊下へお戻りください。」,"Пожалуйста, поверните налево.",“请左转”,왼쪽으로 향하십시오,
yama724T6,\T[3]「危険な行動が見られました。」,\T[3]«Обнаружена опасная активность».,"\T[3]""检测到高危行为。…""","\T[3]""위험 행동을 감지하였습니다.""",
yamaRturo1,動かない。,Оно не двигается...,一动不动。,......움직이지 않는다.,
yamaRturo2,……壊れているのだろうか。,"Надеюсь, эта штука сломана...",是坏了吗……？,......망가진 것 같다.,
yamaRturo3,……,...,……,......,
yamaSoudanR1,ここは……？,Что это за место...?,这里是……？,여기는 어디지......?,
yamaSoudanR2,Ｒ用の通路だろうな。,Похоже на проход для R.,八成是给R用的通道。,R 전용 통로야.,
yamaSoudanR3,ここから下までは6000メートルほどある。,До дна около 6000 метров.,从这里到底下，至少有六千米深。,"여기서 지하까지는 약 6,000m 정도야.",
,まず生きていられないはずだけど……どうかな。,"Сомневаюсь, что кто-то сможет там выжить.",按说掉下去肯定活不成……但也很难讲。,일단 살아남기는 어렵겠지만…… 어떠려나.,
yamaSoudanR3_sa,ここから下までは6000メートルほどある。,Если только падение не убьёт их первым.,不过嘛，就算他真没事，,"뭐, 떨어져 무사했다 쳐도",
,普通の人間なら,"Как только мы уйдём, вернуться будет сложно.",一时半会也爬不回来。,당장 돌아오지는 못할 거야.,
,生きていられないはずだけど……どうかな。,Нам нужно найти эвакуационный люк... быстро!,我们趁现在赶紧找出口吧。,이틈에 탈출구를 찾자고.,
yamaSoudanR4,ま、たとえ落ちて無事だったとしても,Если только падение не убьёт их первым.,不过嘛，就算他真没事，,"뭐, 떨어져서 목숨이 붙어 있다 해도",
,すぐには戻って来られないはずだ。,"Сомневаюсь, что они скоро вернутся.",一时半会也爬不回来。,당장 돌아오지는 못할 거야.,
,今のうちに脱出口を見つけよう。,Нам нужно найти эвакуационный люк... и быстро.,我们趁现在赶紧找出口吧。,이틈에 탈출구를 찾자고.,
yamaSoudanR4_sa,ま、落ちて無事だったとしても,Если только падение не убьёт их первым.,不过嘛，就算他真没事，,"뭐, 떨어져 무사했다 쳐도",
,すぐには戻って来られないはずだ。,"Как только мы уйдём, вернуться будет сложно.",一时半会也爬不回来。,당장 돌아오지는 못할 거야.,
,今のうちに脱出口を見つけよう。,Нам нужно найти эвакуационный люк... быстро!,我们趁现在赶紧找出口吧。,이틈에 탈출구를 찾자고.,
yamaSoudanR5,脱出口、か……,"Эвакуационный люк, да...?",出口啊……,탈출구라......,
yamaRturo12,……このままここにいるとまずいな。,Мы не можем больше здесь оставаться.,……留在这里有点糟糕。,......이대로 계속 머물러 있으면 위험해.,
,どうしよう……,Что нам делать...?,怎么办呢……,어쩐다......,
yamaRturo13B,秘密の部屋の道：,Путь в Тайную Комнату:,通往秘密房间：,비밀방으로 가는 길:,
, ,, , ,
,RIGHT LEFT STRAIGHT,右　左　まっすぐ,RIGHT LEFT STRAIGHT,RIGHT LEFT STRAIGHT,
yamaRturo13,なんだこれ？,Это ещё что такое?,这啥？,이건 뭐지?,
yamaRturo14,これは……「地球語」だな。,"А, это земной язык.",这是……“地球语”。,"이건...... ""지구어""네.",
,たしか英語だ。意味は……,Он называется «японский». Это значит...,记得应该是英语。意思是……,"분명 영어라고 했던가, 의미는...",
yamaRturo15,「右」「左」「まっすぐ」,"«Направо, налево, прямо».",“右边”“左边”“直走”。,"""오른쪽"", ""왼쪽"", ""직진"".",
,……この通路のことか？,"Должно быть, речь об этом проходе.",……是在说这条通道么？,......이 통로를 말하는 건가?,
,どう進んだらいいんだろうな？,Каким путём нам идти?,该怎么走呢？,어떻게 이동하는 게 좋으려나?,
yamaRturo16,秘密の部屋の道：,Путь в Тайную Комнату:,通往秘密房间：,비밀방으로 가는 길:,
, ,, , ,
,RIGHT LEFT STRAIGHT,右　左　まっすぐ,RIGHT LEFT STRAIGHT,RIGHT LEFT STRAIGHT,
yamaRturo17,「右」「左」「まっすぐ」,"«Направо, налево, прямо».",写的是……,"""오른쪽"", ""왼쪽"", ""직진"".",
,……だ。,"Это, должно быть, и есть путь.",“右边”“左边”“直走”。,......이었지.,
yamaRturo18,法則はわかったかな？：,Помни Правила:,规律搞懂了吗？：,법칙을 알겠나?,
, ,, , ,
,LUCKY RAINBOW RING,幸運　虹　輪,LUCKY RAINBOW RING,LUCKY RAINBOW RING,
yamaRturo19,法則……？,Правила...?,规律……？,법칙이라니......?,
yamaRturo20,この単語は……,Это снова японский. Это значит...,这些单词是……,이 단어의 뜻은......,
,「幸運」「虹」「輪」だったかな。,«Счастливое радужное кольцо». Кажется.,“幸运、彩虹、环”？,"""행운"", ""무지개"", ""고리""였던가"".",
,意味はあるのか……？,"Интересно, пригодится ли это...?",有特殊意义吗……？,무슨 뜻이지......?,
yamaRturo21,法則はわかったかな？：,Помни Правила:,规律搞懂了吗？：,법칙을 알겠나?,
, ,, , ,
,LUCKY RAINBOW RING,幸運　虹　輪,LUCKY RAINBOW RING,LUCKY RAINBOW RING,
yamaRturo22,この単語は……,Это снова японский. Это значит...,这些单词是……,이 단어의 뜻은......,
,「幸運」「虹」「輪」だったかな。,«Счастливое радужное кольцо». Кажется.,“幸运、彩虹、环”？,"""행운"", ""무지개"", ""고리""였던가.",
,意味はあるのか……？,"Интересно, пригодится ли это...?",有特殊意义吗……？,무슨 뜻이지......?,
yamaRturo23,いい感じだね！,Пока что всё хорошо!,感觉不错哦！,제법인데!,
, ,セスキペダリアン　リマレンス, , ,
,SESQUIPEDALIAN LIMERENCE BATHYBIUS,バシビウス,SESQUIPEDALIAN LIMERENCE BATHYBIUS,SESQUIPEDALIAN LIMERENCE BATHYBIUS,
yamaRturo24,これは？ どういう意味だ？,"Погоди, что всё это значит?",这些又是什么意思？,이번에는 뭐야? 무슨 뜻인데?,
yamaRturo25,これは……えーと……,Хмм... эти сложнее...,这些分别是……呃……,이건...... 그러니까......,
,長ったらしい言葉のこと……恋愛の用語……,"Что-то о... очень длинном слове,",“冗长的单词”……然后是个恋爱用语……,"""장황한 말""과... ""연애 관련 용어""...",
,……最後は……,"любви, и...",……最后一个是……,그리고 마지막은......,
yamaRturo26,……うーん。,Э-э-э...,嗯……,......으음.,
,わからない！！,"Прости, чувак. Понятия не имею.",我也看不懂！！,모르겠어!!,
yamaRturo27,えっ！？,А?!,啊？！,뭐?!,
,……ど、どうするんだよ！,И что же нам теперь делать?!,……那、那怎么办啊！,"......이, 이제 어쩌지?!",
yamaRturo28,ま、なんとか,Мех. Как-нибудь разберёмся.,哎呀，总会有办法的，,"뭐, 힘내서",
,頑張ってみようぜ！,"Просто немного веры, Джо!",都试试看嘛！,열심히 풀어볼 수밖에!,
yamaRturo28_sa,ま、適当にやってみようぜ！,Иногда в жизни просто нужно импровизировать.,哎呀，每条路都试试看呗！,"뭐, 적당히 풀어 보자고!",
,それが人間らしいだろ。,В этом-то и вся суть человеческой натуры!,那样才是人类的作风嘛。,그게 인간다운 방법일 테니까.,
yamaRturo29,うう……くそ。,Это... звучит как ужасный план.,呜呜……可恶。,으..... 젠장.,
yamaRsoudan1,この落書きは？ 生徒のもの？,Хм... Это написал студент?,这些单词都是谁写的啊？是学生吗？,이 낙서는 뭐지? 학생이 한 건가?,
,……誰かが前にこの通路を,"Это значит... кто-то, должно быть,",……难道之前有人走过这条路？,......누가 전에 이 통로를,
,歩いたってことか？,бродил здесь внизу!,,지나간 적이 있는 게 아닐까?,
yamaRsoudan2,だとしたら、,Но если это так...,如果真是那样，,그게 사실이라면,
,これを書いたやつは「地球語」に,Этот человек должен был,写下这些单词的人，,"이걸 그린 녀석은 ""지구어""를",
,相当詳しいな。,уметь пользоваться языком землян.,肯定相当精通“地球语”。,상당히 잘 알고 있었을 거야.,
yamaRsoudan3,「LIMERENCE」「BATHYBIUS」……,リマレンス... バシビウス...,“LIMERENCE”“BATHYBIUS”……,"""LIMERENCE"", ""BATHYBIUS""......",
,くそ！ おれに分からない単語が,"Чёрт! А я-то думал, что хорошо читаю",可恶！,젠장! 나도 모르는,
,あるなんて！,на земном. Ненавижу лексику!,竟然还有我不认识的词汇！,단어가 있었을 줄이야!,
yamaRsoudan4,\C[1]（そういえば……,\C[1](Кстати о лексике... Я почти,\C[1]（这么说来……,\C[1](그러고 보니......,
,いくつか僕にも理解できる単語が,"уверена, что знаю несколько земных слов.",好像有几个词，连我也认识。,나도 아는 단어가 몇 개 있었지.,
,あるな。どこで見たんだっけ……）,"Где же я их видела, снова...?)",是在哪看到过来着……）,어디서 봤더라......),
yamaRsoudan5,\C[1]（そうだ。PCの言語がこれなんだ。,"\C[1](А, теперь вспомнила! Я знаю некоторые",\C[1]（对了。这就是电脑里的语言啊。,\C[1](그래. PC에서 쓰던 언어였어.,
,他に知ってる単語は……,земные технические термины со своего компа.,其他我认识的词还有……,그것 말고도 아는 단어라면....,
,「ALT」「BACK」「CONTROL」……）,"Например, «ALT», «ESC» и «CTRL»...)",“ALT”“BACK”“CONTROL”……）,"""ALT"", ""BACK"", ""CONTROL""......)",
yamaRsoudan6,……ふふ。,Хех...,……哈哈。,......후후.,
yamaRsoudan7,どうした？,Чему смеёшься?,笑什么？,왜 그래?,
yamaRsoudan8,あ！ いや……,"О, э-э...",啊！没……,앗! 아니......,
,なんでも。,"Да так, ничего особенного.",没什么。,아무것도 아니야.,
yamadaRturo13B_en,秘密の部屋の道：,Путь в Тайную Комнату:,,,
,,,,,
,"RIGHT,""LEFT"",""STRAIGHT""","""RIGHT"", ""LEFT"", ""STRAIGHT""",,,
yamaRturo13_en,なんだこれ？,Это ещё что такое?,,,
yamaRturo14_en,これは……「地球語」だな。,"А, это земной язык.",,,
,たしか英語だ。意味は……,Он называется «английский».,,,
yamaRturo15_en,"R-I-G-H-T, ""L-E-F-T"", ""S-T-R-A-I-G-H-T""...","""R-I-G-H-T"", ""L-E-F-T"", ""S-T-R-A-I-G-H-T""...",,,
,……この通路のことか？,"Должно быть, речь об этом проходе.",,,
,どう進んだらいいんだろうな？,Каким путём нам идти?,,,
yamaRturo16_en,秘密の部屋の道：,Путь в Тайную Комнату:,,,
, ,,,,
,"RIGHT, ""LEFT"", ""STRAIGHT""","""RIGHT"", ""LEFT"", ""STRAIGHT""",,,
yamaRturo17_en,"R-I-G-H-T, ""L-E-F-T"", ""S-T-R-A-I-G-H-T"".","«R-I-G-H-T», «L-E-F-T», «S-T-R-A-I-G-H-T».",,,
,……だ。,"Это, должно быть, и есть путь.",,,
yamaRturo18_en,法則はわかったかな？：,Помни Правила:,,,
,,,,,
,"L■FT, ""RI■H■"", ""■I■■T""","""L■FT"", ""RI■H■"", ""■I■■T""",,,
yamaRturo19_en,法則……？,Правила...?,,,
yamaRturo20_en,今度は文字が欠けてるな。,Тут не хватает нескольких букв.,,,
,"最初の文字は""L""、""R""と……","Первые буквы – ""L"", ""R"", и...",,,
yamaRturo21_en,法則はわかったかな？：,Помни Правила:,,,
,,,,,
,"L■FT, ""RI■H■"", ""■I■■T""","""L■FT"", ""RI■H■"", ""■I■■T""",,,
yamaRturo23_en,いい感じだね！,Пока что всё хорошо!,,,
,,,,,
,"■TR■■G■T, ""■E■■"", ""R■TU■■""","""■TR■■G■T"", ""■E■■"", ""R■TU■■""",,,
yamaRturo24_en,これは？ どういう意味だ？,Что это значит?,,,
,また文字が隠れてるけど……,Снова не хватает некоторых букв.,,,
yamaRturo25_en,これは……えーと……,Хмм... Эти сложнее...,,,使わない
,腕の骨……古代の祭り……,Рука... кость? И древний фестиваль?,,,
,……最後は……,И последнее...,,,
yamaRturo26_en,……うーん。,Э-э-э...,,,
,わからない！！,"Прости, чувак. Понятия не имею.",,,
yamaRturo27_en,えっ！？,А?!,,,
,……ど、どうするんだよ！,И что же нам теперь делать?!,,,
yamaRturo28_en,ま、なんとか,Мех. Как-нибудь разберёмся.,,,
,頑張ってみようぜ！,"Просто немного веры, Джио!",,,
yamaRturo29_en,うう……くそ。,Это... звучит как ужасный план.,,,
yamaRsoudan1_en,この落書きは？ 生徒のもの？,Хм... Это написал студент?,,,
,……誰かが前にこの通路を,"Это значит... кто-то, должно быть,",,,
,歩いたってことか？,бродил здесь внизу!,,,
yamaRsoudan2_en,だとしたら、,Но если это так...,,,
,これを書いたやつは「地球語」に,Этот человек должен был,,,
,相当詳しいな。,уметь пользоваться языком землян.,,,
yamaRsoudan3_en,7文字、4文字、Rで始まる6文字……,"Семь букв, четыре буквы,",,,
,これまでに6文字の単語なんてあったか？,"слово из шести букв, начинающееся на R...",,,
,,Уже есть какие-нибудь слова из шести букв?,,,
yamaRsoudan4_en,,,,,使わない
,,,,,
,,,,,
yamaRsoudan5_en,くそー！,"Тьфу, я понятия не имею, блин!",,,
,やっぱり分からない！,,,,
yamaRsoudan6_en,\C[1]（困ったな……）,"\C[1](О, чёрт...)",,,
ho725,ここは……,Что это за место...?,这里是……,여기는......,
,寮の個室？,Это комната в общаге?,宿舍的学生单间？,기숙사 개인실이잖아?,
ho726,少し部屋の中を調べてみよう。,Сначала мне стоит осмотреться в комнате.,在房间里四处看看吧。,안을 살펴보자.,
ho726-2,服がキレイに仕舞われている。,Одежда так хорошо организована.,衣服收纳得整整齐齐。,옷이 깔끔하게 정돈되어 있어.,
,見ていて落ち着く並べ方だ。,"Меня успокаивает, когда вещи такие аккуратные...",排列非常令人舒适。,볼수록 마음이 편안해지는 배치야.,
ho726-3,服に書かれた名前は――,Здесь на одежде есть имя.,衣服上的名字是——,옷에 새겨진 이름은......,
,「イエハトブ・スタイラス」,Ихатов Стилус...,“伊哈托夫·斯泰拉斯”,예하토브 스타일러스,
ho726-4,なんだろう、これ……,Какого чёрта...?,这是什么啊……,이건 뭐지......,
ho727,…………,...,…………,............,
ho727-2,……隅にR-codeを見つけた。,На краю двери R-код.,……在角落里找到了R-code。,……구석에서 R-codes를 찾았다.,
ho727-3,開ける,Открыть шкаф,开启,연다,
ho728-1,幅広い内容の専門書が並んでいる。,Много книг на самые разные темы.,密密麻麻的专业书籍，涵盖广泛。,다양한 전문 서적이 가지런히 꽂혀 있어.,
ho728-2,ベッドは整頓されているが、,"Кровать аккуратно заправлена, но она",床铺收拾得很整齐，,잘 정돈된 침대다.,
,埃をかぶっている。,полностью покрыта пылью.,但上面蒙了一层灰尘。,먼지가 잔뜩 내려앉아 있다.,
ho728-3,「埃」……久しぶりに見た。,Пыль... Редкое зрелище.,“灰尘”……好久没见到了。,먼지라...... 오랜만에 보는걸.,
,掃除されてないってことか？,Это место не убирают регулярно.,这里很长时间没被打扫过了吗？,한 번도 청소하지 않았던 걸까?,
ho729,埃……これが……,"Погоди, это... настоящая пыль?",灰尘……这就是……,이게... 먼지구나...,
hoc729-1,埃、,Почему ты так удивлена?,你从来没见过灰尘吗？,...?,
,見たことないのか？,"Ты что, никогда раньше не видела пыли?",,"먼지, 본 적 없어?",
hoc729-2,……ない。,Ни разу...,……没有。,......없어.,
,そうか、下層居住区には,"А, точно. Ты, должно быть, видела её в",对哦，,"그렇군, 하층 거주구에는",
,埃が存在するんだな。,"Нижнем Районе, да?",下层居住区是有灰尘的啊。,먼지가 있구나.,
hoc729-3,埃……　空気中の塵が,"Пыль образуется, когда частицы в воздухе",灰尘……空气中的微粒落到地面，,먼지...... 공기 중을 떠다니는,
,地面に落ちて集まったもの。,оседают и скапливаются на земле. Но,堆积起来，就是尘埃。,이물질이 지면에 쌓이는 것.,
,二進法君の固定清掃対象……,"там, где мы живём, R от неё избавляются.",二进制铁块的固定清扫对象……,이진법 녀석들의 필수 청소 대상......,
hoc729-4,これは――\.\.\.自由の結晶だ。,Такая пыль...\.\.\.это кристаллизованная свобода.,这些――\.\.\.是自由的结晶啊。,그리고......\.\.\.자유의 결정체지.,
hoc729-5,……\.\.すごいな。この学園に、,Я поражён...\.\. В этой академии всё ещё есть,……\.\.真厉害，这所学园里，,"......\.\.대단한데, 이 학교에",
,まだRの入り込まない場所が……,"место, куда не вторглись R.",竟然还有R进不来的地方……,아직 R이 없는 곳이 있다니......,
hoc729-6,ジョバンニ、,"Значит, ты выросла, вся покрытая",乔班尼，,"조반니,",
,おまえは埃の中で育ったんだな……,"этой штукой, да, Джио?",你一定是在尘埃中长大的了……,넌 먼지 속에서 자랐구나......,
hoc729-7,失礼だな。,Мы не были «покрыты ею».,你好没礼貌啊。,말이 심하네.,
,ちゃんと掃除はしてたよ。,Мы сами за собой убирали.,我都有好好打扫的。,청소는 제대로 하고 살았어.,
ho730-1,「フィル・オブライエン」,Фил О'Брайен...,“菲尔·奥布赖恩”,필 오브라이언,
ho730-2,オブライエン……,Эта фамилия звучит знакомо...,奥布赖恩……,오브라이언......,
ho730-3,カレルレンについての本だ。,Это книга о Каллене.,关于卡列伦的书。,카렐렌에 관한 책이야.,
ho730-4,空っぽ。,Пусто.,空的。,텅 비었네.,
ho730-5,……持っているラップトップに,Этот ноутбук точь-в-точь как мой...,……这台电脑，跟我那台一模一样。,......내가 자주 사용하는 노트북과,
,そっくりなPCだ。誰のものだろう……,"Интересно, чей он?",是谁的东西啊……,똑같은 PC야. 누가 사용하던 걸까......,
ho731,これ、まさか……,"Не мог же он быть «его», правда...?",这个，该不会是……,이건 설마......,
ho731-2,起動してみる,Попробовать загрузить,尝试启动,전원을 켠다,
ho731-3,……起動するようだ。,"Похоже, он всё ещё загружается.",……顺利启动了。,......작동하는 것 같다.,
ho732,カムパネルラ。,,,,
,ちょっと読んでほしい場所が,,,,
,あるんだけど。,,,,
ho733,ん？,,,,
,……ああ、これか？,,,,
ho734,今度はラテン語だな。,,,,
,「チケットがあれば入場できる」,,,,
,……だってさ。意味わかるか？,,,,
ho735,チケット……,,,,
ho732a,ルームメイトの彼,,,,
ho745-2,……壊れている。,Сломано...,……坏掉了。,......망가진 것 같다.,
ho746,中は確認できたのか？,"Так, тебе удалось заглянуть внутрь?",里面的东西看过了吗？,내용은 확인했어?,
ho747,確認できた。,Ага.,看过了。,"응, 확인했어. ......자세한 건 모르지만,",
,……よく分からないけど、イエハトブが,"Я точно не знаю, для чего она, но",……虽然不是很明白，总之，,예하토브가 만든 것으로 보이는,
,作ったらしい特殊なツールを手に入れたよ。,"похоже, это особая программа, которую сделал Ихатов.",我好像拿到了伊哈托夫做的特殊工具。,특별한 도구를 손에 넣었어.,
ho748,……イエハトブのツール！？,Это та самая легендарная программа Ихатова?!,……伊哈托夫做的工具？！,......예하토브의 도구라고?!,
,や、やっぱり……本物なのか！？,Хочешь сказать... она действительно существует?!,真、真的……是本人啊？！,"이, 이거...... 진품이야?!",
,よくあるレプリカじゃなくて……,"Типа, это не просто какая-то копия?",不是外面常见的那些假冒的……,흔히 보던 모조품이 아니라......,
ho749,じゃあ、この部屋は……,"Значит, эта комната, должно быть, была его...",那这房间，难道是……,"그럼, 이 방은......",
ho750,うん。,"Да. Вероятно, это общага, которой он пользовался,",对。,맞아. 그 작자가 학생 시절에 쓰던,
,あいつが学生時代に使ってた部屋なんだと思う。,"когда был студентом. К тому же, никаких следов",应该就是那人上学的时候住过的房间。,방일 거야. ......R이 없는 걸 보니,
,……Rがいないのは、細工でもしてたのかな。,"Р здесь нет. Должно быть, это его рук дело.",……之所以没有R，可能是做了什么手脚吧。,무슨 수작이라도 부렸나.,
ho751,\FS[20]やっぱりそうだったのか……,\FS[20]Это ПОТРЯСАЮЩЕ!,\FS[20]果然是啊……,\FS[20]역시 그랬구나...,
,……こ、これが……あの……！,Блин... Поверить не могу! Комната самого,……这里……就是那个人的……！,여기가...... 그......!,
,ゆ、夢みたいだ……,легендарного хакера... и я здесь!,简、简直像在做梦……,"꾸, 꿈만 같아......",
ho751_sa,\}やっぱりそうだったのか……,\}Это ПОТРЯСАЮЩЕ!,\}果然是啊……,\}역시 그랬구나……,
,……これが……あの……！,Блин... Поверить не могу! Комната самого,……这里……就是那个人的……！,여기가…… 그……!,
,夢みたいだ……,легендарного хакера... и я здесь!,简直像在做梦……,꿈만 같아……,
ho752,これがケーブルか？,"Это, должно быть, тот кабель, о котором он упоминал...",这就是数据线？,케이블은 이건가?,
,忘れないように、だっけ……,"Я не забыл о нём, старик.",还特地强调别忘了拿……,잊지 말고 가져가라고 했었지......,
ho753,……イエハトブ。,Ихатов...,……伊哈托夫。,예하토브......,
,…………,...,…………,............,
ho754,\C[1]（何か忘れてる気がするな）,\C[1](Я что-то забываю...?),\C[1]（总感觉忘记了什么）,\C[1](잊어버린 게 있는 것 같은데),
ho754-a,……よく見ると、隅に,"Если присмотреться, там R-код, написанный",仔细观察……可以发现角落里,"......자세히 살펴보자, 구석에",
,R-codeが書いてある。,в углу...,写着R-code。,R-codes가 있었다.,
ho755a,「認識不能領域：サンプルα」,Образец α: ненаблюдаем,“不可认知领域：实例α”,인식 불가 영역: 샘플 α,
ho755b,「認識不能領域：サンプルβ」,Образец β: ненаблюдаем,“不可认知领域：实例β”,인식 불가 영역: 샘플 β,
ho755c,あいつら、邪魔だな。,"Блин, какая головная боль...",这些玩意真碍事啊……,"저 녀석들, 걸리적거리네.",
ho755d,そうだな。片付けてもいいけど、,"Прежде чем мы разберёмся с этим беспорядком, почему бы",我想想，直接收拾掉也可以，,"그러게, 처리해도 문제는 없겠지만,",
,その前にここを調べてみないか？,нам сначала не осмотреться здесь? Тут есть,不过，要不要先四处看看？,그 전에 여기를 조사해보는 게 어때?,
,階段の先に、気になるものがあるし。,"на что посмотреть, прежде чем мы пойдём по лестнице.",我刚才就瞄到楼梯上面那玩意了。,계단 안쪽에도 신경 쓰이는 녀석이 있거든.,
ho755d_sa,片付けてもいいけど、,"Прежде чем мы разберёмся с этим беспорядком, почему бы",直接收拾掉也可以，,"처리해도 문제는 없겠지만,",
,その前にここを調べてみないか？,нам сначала не осмотреться здесь? Тут есть,不过要不要先四处看看？,그 전에 여기를 조사해보는 게 어때?,
,階段の先に、気になるものがあるし。,"на что посмотреть, прежде чем мы пойдём по лестнице.",我刚才就瞄到楼梯上面那玩意了。,계단 안쪽에도 신경 쓰이는 녀석이 있거든.,
ho755e,う。,Нгх...,呃。,으……,
,\C[1]（あれか……）,"\C[1](А, это...?)",\C[1]（他是说那个吗……）,\C[1](저 안쪽 말이지……),
ho755,大きな……カレルレン？,Ого... Похоже на огромного Кареллена.,巨大的……卡列伦？,거대한...... 카렐렌이잖아?,
ho756,これは……,"Более-менее, так оно и есть.",这里……,이건......,
,カレルレンの基地局だな。,Это командный терминал Кареллена.,看来是卡列伦的基站。,카렐렌 기지국이로군.,
