翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,,на игре!,,,
2nd2ho710,\C[1]（どこで会話してるんだ？）,\C[1](Как эти двое вообще общаются?),\C[1]（他俩在哪说的话啊？）,\C[1](어떻게 대화가 통하는 거지?),
2nd2ho710-2,今回のアドレスはちょっと特殊だ。,Этот раунд будет немного сложнее...,这回的地址有点特殊。,이번 주소는 조금 특별해.,
,アクセスの向きによってずらされる――,"Куда ты попадешь, зависит от направления,",它会根据你访问的朝向产生偏移——,진입하는 방향에 따라 밀려나는……,
,つまり、「滑る」床があるから注意しろ！,в котором ты будешь смотреть на старте.,简而言之，就是“小心地滑”啦！,"즉 ""미끄러지는"" 바닥이 있으니 조심하라고!",
,,Будешь скользить!,,,
2nd2ho711,……,...,……,……,
2nd2ho712,それじゃ、,"Ну, чего ты ждешь?",那么等双方就位，,그럼……,
,位置についたらゲーム開始だ！,"Занимай свою позицию,",比赛就开始了！,지정된 위치에 서면 게임 스타트다!,
,,чтобы мы могли начать!,,,
2nd2ho714,ルールを忘れたか？,Правила помнишь?,这么快就把规则忘了？,규칙을 잊어버렸어?,
2nd2ho715,忘れた,Не-а,忘了,잊어버렸어,
2nd2ho716,忘れてない,Ага,没忘,잊지 않았어,
2nd2ho717,ならもう一度説明してやる。,Ладно... Объясню ещё разок.,那我再给你讲一遍。,다시 한 번 설명해 주지.,
2nd2ho718,あそこに旗が見えるな？,Видишь тот флаг вон там?,那边有旗子，看到了吧？,저기 깃발 보이지?,
,あの旗を手に入れたら合格！,"Хватай его, и ты победил. Вот и всё.",只要你能拿到旗子就算合格！,저걸 잡으면 합격이야!,
,先に旗を取った方が勝ちだ！,"Первый, кто его схватит, выходит",谁先拿到谁赢！,깃발을 먼저 집은 쪽이 이기지!,
,,победителем.,,,
2nd2ho719,対戦相手は別マップで同じ迷路をプレイしてる。,"Твой соперник будет делать то же самое,",你的对手跟你在别的地图里走一样的迷宫。,대전 상대의 조건도 너와 똑같아.,
,進捗だけ見えるように設定しておいたからな、,"просто в другой зоне. Я всё так настроила,",我这给你设置好了，互相能看到对方进度。,진행도만 볼 수 있게 설정해 뒀지.,
,負けないようにしろ！,чтобы ты мог отслеживать его прогресс.,多注意点，别输了啊！,그러니 지지 마라!,
2nd2ho720,３本勝負、２本以上先取でお前の勝ちだ！,Победа в двух раундах из трёх!,总共三局，先拿下两局你就赢了！,"3판 2선승제, 즉 두 번 이기면 네 승리야!",
,次は２試合目、ラビ！,Во втором раунде твой противник – Раби!,第二局的对手是拉比！,두 번째 시합 상대는 라비다!,
,準備ができたら位置につけよ！,"Как будешь готов, занимай позицию!",准备好了就去就位！,준비가 되면 지정된 위치에 서!,
2nd2ho721,近付かないと見えない「壁」に,По пути ты можешь наткнуться на,有些墙壁要靠近才看得见，,"가까이 가지 않으면 볼 수 없는 ""벽""에",
,目を凝らして進むんだぞ！,"невидимые стены, так что будь начеку!",小心别撞上了啊！,시선을 피하지 말고 나아가 봐!,
2nd2ho722,準備はいいか？,Все готовы?,准备好了吗？,준비됐지?,
2nd2ho723,いい,\> Да,好了,됐어,
2nd2ho724,よくない,\> Нет,没好,아니,
2nd2ho725,\{よーーし、特訓開始だ！！,\{ЗАХВАТИ ЭТОТ ФЛАГ!,\{预备——开始！！,"\{좋아, 특훈 개시!",
2nd2ho726,\{ゴーーーール！！,\{ИГРА ОКОНЧЕНА!,\{结束————！！,\{GOAL~!!,
2nd2ho727,上出来だ。,Отличная работа.,做得很好。,잘 했어.,
,それじゃラストステージ行くぞ！,Время для финального раунда!,继续最后一关！,"그럼, 마지막 단계로 가보자고!",
2nd2ho728,グゥン！,Раф!,咕呜！,컹!,
2nd2ho729,……応援してくれているようだ。,"Думаю, он подбадривает меня.",……好像是在给我加油。,……응원하는 것 같다.,
2nd2ho731,……,...,……,……,
2nd2ho733,泣いても笑っても最後だ！,Победитель этого раунда забирает всё!,不管是输是赢，这都是最后了！,"아쉽지만, 이게 마지막 시합이야!",
,対戦相手はラビ！,Твой финальный противник... Раби!,对手还是拉比！,대전 상대는 라비다!,
,二人とも、準備はいいか？,Вы двое готовы к битве?,你俩都准备好没？,둘 다 준비됐지?,
2nd2ho734,……,...,……,……,
2nd2ho735,それじゃ、,"Ну, чего ты ждешь?",那么等双方就位，,그럼……,
,位置についたらゲーム開始だ！,"Занимай свою позицию, чтобы мы могли начать!",比赛就开始了！,지정된 위치에 서면 게임 스타트다!,
2nd2ho737,ルールを忘れたか？,Правила помнишь?,这么快就把规则忘了？,규칙을 잊어버렸어?,
2nd2ho738,忘れた,Не-а,忘了,잊어버렸어,
2nd2ho739,忘れてない,Ага,没忘,잊지 않았어,
2nd2ho740,ならもう一度説明してやる。,Ладно... Объясню ещё разок.,那我再给你讲一遍。,다시 한 번 설명해 주지.,
2nd2ho741,あそこに旗が見えるな？,Видишь тот флаг вон там?,那边有旗子，看到了吧？,저기 깃발 보이지?,
,あの旗を手に入れたら合格！,"Хватай его, и ты победил. Вот и всё.",只要你能拿到旗子就算合格！,저걸 잡으면 합격이야!,
,先に旗を取った方が勝ちだ！,"Первый, кто его схватит, выходит",谁先拿到谁赢！,깃발을 먼저 집은 쪽이 이기지!,
,,победителем.,,,
2nd2ho742,対戦相手は別マップで同じ迷路をプレイしてる。,"Твой соперник будет делать то же самое,",你的对手跟你在别的地图里走一样的迷宫。,대전 상대의 조건도 너와 똑같아.,
,進捗だけ見えるように設定しておいたから、,"просто в другой зоне. Я всё так настроила,",我这给你设置好了，互相能看到对方进度。,진행도만 볼 수 있게 설정해 뒀지.,
,負けないようにしろ！,чтобы ты мог отслеживать его прогресс.,多注意点，别输了啊！,그러니 지지 마라!,
2nd2ho743,泣いても笑っても最後だ！,Победитель этого раунда забирает всё!,不管是输是赢，这都是最后了！,"아쉽지만, 이게 마지막 시합이야!",
,対戦相手はラビ！,Твой финальный противник... Раби!,对手还是拉比！,대전 상대는 라비다!,
,準備ができたら位置につけよ！,"Как будешь готов, занимай позицию!",准备好了就去就位！,준비가 되면 지정된 위치에 서!,
2nd2ho745,準備はいいか？,Все готовы?,准备好了吗？,준비됐지?,
2nd2ho746,いい,\> Да,好了,됐어,
2nd2ho747,よくない,\> Нет,没好,아니,
2nd2ho748,\{よーーし、特訓開始だ！！,\{ЗАХВАТИ ЭТОТ ФЛАГ!,\{预备——开始！！,"\{좋아, 특훈 개시!",
2nd2ho749,\{ゴーーーール！！,\{ИГРА ОКОНЧЕНА!,\{结束————！！,\{GOAL~!!,
2nd2ho750,おつかれー！,И-и-и это конец!,辛苦啦！,수고했어~!,
,試合の結果は……,Победитель...,比赛结果是……,시합 결과는……,
2nd2ho751,おめでとう！！,"Джованни! Поздравляю, дружище!\!",恭喜啊！！,축하해!!,
,お前の勝ちだ！！　筋がいいじゃないか！\!,"Я сказала им быть с тобой помягче,",你赢了！！很有天分嘛！\!,네가 이겼어!! 재능이 있는데!\!,
,ま、手加減込みだけどな！,но всё же. Отличная работа.,哎，虽然对手放了不少水啦！,"뭐, 적당히 봐주긴 했지만 말이야!",
,,Я тобой горжусь!,,,
2nd2ho752,残念！！　お前の負けだ。,НЕ ты! Увы-увы...,可惜！！是你输了。,아쉽네!! 졌어.,
,めげずに精進しろ！,"Похоже, тебе нужно больше тренироваться!",不要气馁，继续努力！,지지 않도록 더 열심히 해!,
2nd2ho753,……ま～ま～、,Оуу... Не вешай нос из-за,……哎呀～,"……이런, 이런.",
,落ち込むなって！,"этого, малыш. Просто продолжай",别这么沮丧嘛！,너무 기죽지 마!,
,,в том же духе!,,,
2nd2ho754,こんな顔してるけどな、,"Я знаю, Раби сейчас выглядит злым,",你别看拉比摆着那张脸，,"비록 표정은 저렇지만,",
,ラビのやつもお前のプレイを褒めてたぞ！,"но на самом деле он считает, что у тебя",他也夸你玩得很溜哦！,라비도 네 플레이를 칭찬했으니까!,
,見込みのある新人だってな！,есть кое-какой потенциал. У тебя,还说你很有前途呢！,장래가 유망한 신인이라나 뭐라나!,
,,определенно есть будущее хакера.,,,
2nd2ho755,……,...,……,……,
2nd2ho756,\C[1]（どんな顔だ？）,"\C[1](Полагаю, это у Раби... злое лицо?)",\C[1]（他摆着什么脸啊？）,\C[1](도통 모르겠는데……),
2nd2ho757,ふ～～、疲れたな！,"Фух, вот это был адреналин!",呼～～累死老娘了！,휴~! 피곤하네!,
,そろそろメシにしようぜ！,"Думаю, мы заслужили немного жратвы!",是时候开饭了！,그만 밥 먹으러 가자!,
,ラビ、ケイトも呼んでおけ！,"Раби. Пойди приведи Кейт, а?",拉比，你去叫凯特一块来！,"라비, 케이트도 불러 와!",
2nd2ho758,\C[1]（ラビとも,"\C[1](Трудно сказать, но, может, это значит,",\C[1]（我这样，,\C[1](이제 라비에게도,
,打ち解けてきたかな……？),что Раби ко мне теплеет...?),算跟拉比也混熟了吗……？）,인정받았으려나……?),
2nd2ho759,あーあ。暇だなー。,"*Зевок* Уф, как же скучно...",啊——啊——好无聊啊。,아~ 심심하네.,
2nd2ho760,……なあ。そこのおまえ。,"Эй, ты там... Да, ты.",……喂，那边那个。就是你。,"……이봐, 거기 너.",
,掃除はそれくらいにして、,"Я бы сказал, на сегодня уборки хватит.",清洁做个差不多就行了，,청소는 그만 하고,
,おれと世間話でもしようぜ。,Давай лучше немного поболтаем.,来陪我聊天吧。,나랑 이야기나 하자.,
2nd2ho761,なんだよ。別にいいだろ？,"Да ладно, ты слишком беспокоишься.",干嘛。有什么关系？,"에이, 뭐 어때?",
,こいつはＲなんだから。,Всё но-о-орм. Мой маленький,反正这家伙是个R啊。,같은 R끼리 말이야.,
,,приятель – просто R...,,,
2nd2ho762,……な？,"В этом ведь нет ничего плохого, верно?",……对吧？,……안 그래?,
2nd2ho763,そう。,Эй. У меня для тебя сообщение.,没错。,그래.,
,あんただよ。伝言があるんだ。,Не прикидывайся дурачком...,我说的就是你。帮我带个话。,당신 말이야. 전할 말이 있어.,
2nd2ho764,ここ見てるんだろ？,"Я знаю, ты наблюдаешь, так что слушай",你们都看着这儿呢，对吧？,여기. 보고 있지?,
,,внимательно.,,,
2nd2ho765,大事な話だ。,Ты захочешь это услышать.,我要说的可是大事——,중요한 이야기가 있거든.,
,……\.\.ゼロデイにとっては。,Это касается «Нулевого Дня»...\.\.,……\.\.\.尤其对你们“零日”而言。,……\.\.특히 Zero Day에게 말이야.,
▼2-16 2日目 自由時間／ホテルなど,,,,,
2nd2ho766,見て見て！　おねーちゃんグッズ♡,Зацени! Мерч моей старшей сестренки!,你看你看♡是姐姐的周边哦♡,이거 봐! 언니 관련 상품이야♡,
,かわいいでしょ♡　ケイトが作ったの！,И знаешь что! Я всё это сделала сама!,可爱吧♡可爱吧♡凯特亲手做的呢！,귀엽지♡ 케이트가 만든 거야!,
,ほしい？,Тебе разве не хочется её затискать?,想不想要？,갖고 싶어?,
2nd2ho767,\sh[2]え。,\sh[2]Э-э...,\sh[2]呃。,\sh[2]응?,
,\C[1]（グッズ……？）,\C[1](Мерч... Ви?),\C[1]（周边……？）,\C[1](상품……?),
2nd2ho769,いいよー！,"Если хочешь, ты тоже можешь вступить в",好呀好呀～！,괜찮아~! 케이트는 같은 최애를 가진,
,ケイト同担歓迎だからー。,"Культ Ви! Чем больше, тем веселее.",凯特很欢迎同担的～,팬이라면 대환영이니까♡,
,推しはみんなで推さないとねー！,"Моя старшая сестрёнка заслуживает всей",我家神推当然要号召大家一起推嘛～！,오너캐는 함께 밀어 줘야지~!,
,,"похвалы, какую только можно получить!",,,
2nd2ho770,\C[1]（姉妹……だったよな？,\C[1](Они серьёзно сёстры? Они больше,\C[1]（没记错的话……,\C[1](이 둘……,
,こいつら……）,похожи на звезду и её бредового фаната.),她俩是姐妹吧……？）,자매…… 맞아?),
2nd2ho771,やっぱさー、この世界ってクソじゃん？,"В смысле, жизнь – это ад. Так что можно",就是说～这世界那么烂，,"그게, 이 세상은 완전 쓰레기잖아?",
,崇拝でもキメないとやってらんないって。,"с тем же успехом поклоняться тому, что",要是没个崇拜对象，,뭔가를 숭배하면서까지 기운을 차리지,
,,"приносит тебе радость, верно?",谁能撑得下去呀。,않으면 도저히 못 버티니까.,
,,Я просто не вывожу.,,,
2nd2ho772,はぁあ♡,А-а-ахх... Вот это вещь...,唉呀♡,하아♡,
,おねーちゃんグッズなでなでするの,Обнимать мой масенький мерч Ви –,姐姐的谷摸起来手感真的好好哦♡,언니 관련 상품을 만지작거리다 보면,
,きもちー♡　だいすき♡,"это лучше всего. Мва-мва-мва!",爱死她了♡,정말정말 좋아♡,
,,"Я так сина тебя лублу, сестленка!♡",,,
2nd2ho773,……\.\.Wi、,"Ого, э-э...\.\.",……\.\.看出来你很尊敬Wi了。,……\.\.Wi는,
,尊敬されてるんだな。,"Ты и вправду восхищаешься своей",,많은 존경을 받고 있구나.,
,,"сестрой, да?",,,
2nd2ho774,Wiから仕事の依頼だ…,У меня работа от Ви...,Wi发委托来了……,Wi에게서 해킹 의뢰가 들어왔네……,
2nd2ho775,R-ticketから侵入しよう。,Мне нужно взломать систему с помощью R-тикета.,用R-ticket入侵吧。,R-ticket을 사용해 침투하자.,
,…真面目にやらないとな。,Я не могу сейчас всё испортить...,……要认真对待啊。,…신중하게 진행해야 돼.,
2nd2ho776,ここに太陽は昇らないから、代わりに,"Солнце сюда, вниз, не заглядывает.",这里从不会有太阳升起，,"여기는 태양이 뜨지 않는 곳이라,",
,おねーちゃんが,Поэтому моя старшая сестра взяла всё,所以都由姐姐代替太阳，,언니가 대신 우리 쥐를,
,ネズミたちを照らしてくれてるの。,"на себя и стала тем светом, который",照耀我们这些老鼠。,쥐'들에게 빛을 비춰주는 거야.,
,,был нам всем нужен взамен.,,,
2nd2ho777,生命線っていうか、希望っていうか……,"Она наша надежда... и то, что",她就像是大家的生命线，也是希望……,"생명선이라 할까, 희망이라 할까…",
,おねーちゃんがそう言うなら、ネズミも,"поддерживает в нас жизнь. Мы здесь,",只要姐姐发话，老鼠们也会觉得,언니가 입을 열 때마다 우리 ''쥐'들도,
,生きてていいかもって思えるんだ。,"потому что она помогла всем нам поверить,",自己或许是可以活下去的。,살 가치가 있다고 느끼게 돼.,
,,что наши жизни чего-то стоят.,,,
2nd2ho778,ネズミにはそういうのが必要なの。,"Таким бродячим крысам, как мы, нужен",老鼠就需要这样一个存在。,쥐'들에게는 그게 필요하거든.,
,……みんな、拠り所を求めてるから。,"кто-то вроде неё. Мы все просто хотим",……因为大家都想有个家嘛。,……다들 의지할 곳을 찾고 있으니까.,
,,"лидера, на которого можно положиться.",,,
item009,Wiのグッズ,Мерч Ви,Wi的周边,Wi의 굿즈,
2nd2ho779,……じっと見つめると、,"Посмотрев некоторое время, я заметил",……盯着看了一会儿，,"……자세히 바라보자,",
,Rの表面に字幕が表示された。,"R-код, отображённый внизу.",R的表面出现了字幕。,R 표면에 자막이 떠올랐다.,
2nd2ho780,「ゴミは全部で３つだよ☆　よろ～」,«Всего 3 куска мусора! СПС!☆»,“垃圾总共3个哦☆交给你啦～”,"""쓰레기는 전부 세 개야, 잘 부탁해~""",
2nd2ho781,尊敬なんてもんじゃないよ！,Я не просто восхищаюсь ею —,才不是什么尊敬呢！,"존경? 아니,",
,太陽。ケイトたちの光なの。,я ей поклоняюсь. Она свет моей жизни.,她是太阳。是我们的光。,Wi 언니는 우리에게 태양이자 빛이야.,
,,Моё всё.,,,
▼2-12　DAY15／ゼロデイ１２日目,,,,,
day15_000-1,ぽたぽたと血が垂れている……,Повсюду разбрызгана кровь.,墙上到处都是血，直往下挂……,뚝뚝 떨어진 피가 이어져 있다……,
,奥の部屋まで続いているようだ。,"Похоже, она ведёт в комнату Кейт.",血迹一直延伸到里面的房间。,안쪽 방까지 이어진 것처럼 보인다.,
day15_000-2,床に赤茶色のラクガキがされている。,Кровь размазана по всему полу.,有人在地板上画了红棕色的涂鸦。,바닥에 적갈색 그림이 휘갈겨져 있다.,
,……血で描かれているみたいだ。,Почти как детские каракули.,……好像是用血画的。,……피로 그린 것 같다.,
day15_001,ッしゃ！　またハイスコア～～♪,Бам\! Снова мой рекорд\!,好！又破记录了！！♪,좋았어~! 또 하이 스코어 경신♪,
,今日は調子いいな～～～！,Я сегодня в ударе\!,我这今天状态绝佳啊～～！,오늘은 컨디션이 좋은데~!,
day15_002,お？　ジョバンニ！,"О\! Привет, Джованни\!",哦？是乔班尼啊！,오? 조반니잖아!,
,どうした？　一緒にゲームするか？,Как дела? Хочешь сыграть?,啥事？要来一起玩游戏吗？,왜? 같이 게임할래?,
,ボコボコにしてやるぞ～～～？,Уверен? Я тебя раздавлю\!,小心被我虐哭哦～～？,안 봐준다~?,
day15_003,\>ゲームする,\\>Играть,\>一起玩游戏,\>한 판 해본다,
day15_004,\>やめておく,\\>Не играть,\>算了,\>그만둔다,
day15_005,……今はいい。,...Не сейчас.,……暂时不玩吧。,……지금은 됐어.,
,\C[1]（この人、容赦なさそうだし）,"\C[1](К тому же, она не будет поддаваться.)",\C[1]（感觉这人玩起来会很较真）,\C[1](봐 줄 생각도 없을 것 같고.),
day15_006,そおか？,Да?,是喔？,그래?,
,遊びたくなったら声かけろよ！,"Ну, дай знать, когда захочешь сыграть\!",那你想玩就尽管来找我！,놀고 싶으면 언제든 이야기해!,
day15_007,～～～～♪　～～♪,Ду-ди-ду\! ♪ Дут-ду\! ♪,～～～～♪～～♪,흥~♪ 흐흥~~♪,
day15_008,\>やっぱりゲームする,\\>Давай сыграем,\>还是一起玩吧,\>한 판 해본다,
day15_009,\>やめておく,\\>Не играть,\>算了,\>그만둔다,
day15_010,そーかそーか！,"Ага, отлично\!",好嘞好嘞！,그래? 그렇단 말이지!,
,よし、早く行こうぜ！,"Давай, погнали\!",那就走着！,"좋아, 당장 시작하자고!",
day15_011,今日はスペシャルゲストが,И у нас сегодня специальный гость\!,今天我请来了一位,오늘은 특별 손님도,
,いるからなー！,У тебя крышу снесет\!,特别嘉宾～！,왔으니 말이야!,
day15_012,\C[1]（ゲスト？）,\C[1](Гость?),\C[1]（嘉宾？）,\C[1](손님?),
day15_013,よう。,"Хэй, парниш.",嗨。,안녕.,
day15_014,Wi……！？,Ви?\!,Wi……？！,Wi……?!,
day15_015,そのとーり！,То-о-очно\!,没错儿！,맞아!,
,対戦相手はリーダーだ！！,В этот раз твой противник – босс\!,你今天的对手是首领！！,대전 상대는 리더야!,
day15_016,あそこに旗が見えるな？,Видишь тот флаг вон там?,那边有旗子，看到了吧？,저기 깃발 보이지?,
,あの旗を手に入れたら合格！,"Хватай его, и ты победил. Вот и всё.",只要你能拿到旗子就算合格！,저걸 잡으면 합격이야!,
,先に旗を取った方が勝ちだ！,"Первый, кто его схватит, выходит",谁先拿到谁赢！,깃발을 먼저 집은 쪽이 이기지!,
,,победителем.,,,
day15_017,お前、ラビともやったんだってな。,"Слышала, ты сражался с Раби, а?",听说你之前赢了拉比啊。,"너, 라비와도 한 판 했다며?",
day15_018,あたしはもっと強いよ。,"Просто предупреждаю, я сильнее.",但我比他更厉害。,난 더 강하다고.,
,あたしに勝たないと、,"И пока ты не сможешь победить меня,",你要是赢不了我的话，,날 이기지 못하면,
,免許皆伝とは言えないな。,ты не станешь сертифицированным мастером.,可不算得到真传哦。,기술을 다 익혔다고 볼 수 없지.,
day15_019,う……。,...,唔……！,으……,
,\c[1]（圧を感じる……！）,\C[1](Она такая устрашающая\!),\C[1]（强者的威压……！）,\c[1](엄청난 압박감이야……!),
day15_020,準備はいいか？,Все готовы?,准备好了吗？,준비됐지?,
day15_021,\{よーーし、特訓開始だ！！,\{ЗАХВАТИ ЭТОТ ФЛАГ\!,\{预备——开始特训！！,"\{좋아, 특훈 개시!",
day15_022,\{ゴーーーール！！,\{ИГРА ОКОНЧЕНА\!,\{结束————！！,\{GOAL~!!,
day15_023,お前の勝ちだ！！,Ты победил\!,是你赢了！！,네가 이겼어!!,
day15_024,…………。,...,…………,…………,
day15_025,……リーダー。もしかして……。,"...Босс, вы...",……那个，首领……,"……리더, 설마……",
day15_026,ショック？,...в шоке?,您……莫非很受打击？,충격받았음까?,
day15_027,そんなわけないだろ！,Ха\! Я? Пожалуйста\!,啊？那怎么可能！！,받았겠냐!,
day15_028,残念！！　リーダーの勝ち！,Босс побеждает\! Очень жаль.,可惜！！是首领赢了！,아쉽게 됐네!! 승자는 리더!,
,お前の負けだ！！,"Ты неудачник, приятель. Увы-увы\!",你输啦！！,네가 졌어!!,
day15_029,リーダー相手じゃしょうがない！,"В смысле, не нужно смущаться.",哎，但毕竟是首领嘛！赢不了是正常的！,리더가 상대였으니 별 수 없지!,
,めげんなよ！,Это же босс\! Она слишком сильна.,不要气馁，再接再厉吧！,너무 기죽지 마!,
day15_030,ふー……。そうだな。,Да... Верно.,（呼……）没错，就是这样。,휴…… 맞는 말이야.,
day15_031,\c[1]（Wiがホッとした顔をしているような……）,"\C[1](Ви, кажется, почти",\c[1]（Wi好像松了一口气……？）,"\c[1](Wi, 안도한 것 같은 표정인데……)",
,,испытала облегчение...),,,
day15_yama1,それともギブアップか？,Что такое? Уже сдаёшься?,你要认输啊？没事，我理解！,여기서 관둘래?,
,いーぜ、リーダーには勝てないよな！,Конечно\! Босса трудно победить.,碰上首领，比不过正常的！,괜찮아. 리더를 이기는 건 힘들 테니까!,
day15_yama2,ギブアップする,Сдаться,认输,포기한다,
day15_yama3,まだがんばる,Продолжать,继续努力,좀 더 힘낸다,
day15_032,……,...,……,……,
day15_033,これって……,"Что за...?",这些，都是……,이건……,
day15_034,血液のことか？　いつものことだよ。,"Кровь? Ага, это нормально.",你说这些血吗？常有的事，习惯就好。,이 피 말이냐? 늘 있는 일이지.,
,ケイトはその……,"Кейт, ну...",因为凯特，嗯……,"케이트는, 뭐라고 해야 하나……",
,ちょっと不安定だからな。,Она немного нестабильна.,情绪有点不稳定。,조금 불안정하거든.,
day15_035,健康担当としては様子が気になりもするが。,"Как медик, я бы хотел её проверить.",我作为健康顾问，虽然担心她的身体，,"건강 담당 입장에서 상태가 궁금하다만,",
,俺、嫌われてるからな……,Но... я ей не очень-то нравлюсь.,但她本人很烦我啊……,녀석은 날 싫어하니 말이야……,
day15_036,そうだ。お前、,"Знаю\! Кажется, она тебе доверяет.",对了，正好你在这。,"그렇지, 자네.",
,ちょっと様子を見てきてくれないか。,Не мог бы ты проверить её для меня?,能不能帮我去看看她的情况？,나 대신 상태를 봐 주지 않겠나?,
day15_037,けど、ドリームダストは受け取るなよ。,"Только не трогай Пыль Грёз, хорошо?",不过你一定记住，别收她的梦幻粉。,하지만 드림 더스트는 받지 마라.,
,あれはフェンタニルの含有量が多すぎる。,В ней опасное количество фентанила.,那东西的芬太尼含量过高，,펜타닐이 대량으로 들어 있거든.,
,ザラザラ飲むもんじゃない。,Приём слишком большой дозы может,根本不该大口大口乱吃。,과자처럼 막 먹어도 되는 건 아니야.,
,,убить тебя.,,,
day15_038,ちゃんと使えばいい薬なのに、,"На рынке есть наркотики и получше,",虽然用对了地方就是良药，,"정량대로 사용하면 훌륭한 약이다만,",
,中毒性が高くてな……,но с этого трудно слезть.,但太容易成瘾了……,중독성이 높단 말이지……,
,呼吸が止まることもあるから、注意しろよ。,"В худшем случае, ты можешь даже",而且可能导致呼吸困难，你也要小心。,호흡 곤란을 겪을 수도 있으니 조심해라.,
,,перестать дышать.,,,
day15_039,ケイトの様子を,Не мог бы ты проведать Кейт,你能帮我去看看,나 대신 케이트의 상태를,
,見てきてくれないか？,"для меня, пожалуйста?",凯特怎么样了吗？,봐 주지 않겠나?,
day15_039_2,ケイトの様子が気になる……,"Кейт, возможно, нужна помощь...",好在意凯特的情况……,케이트의 상태가 신경 쓰인다……,
day15_040,おはようジョバンニ！,"Утречка, Джо\!",早啊乔班尼！,"안녕, 조반니!",
,ゼロデイ生活は順調みたいだな。,"«Нулевой День» с тобой хорошо обращается,",看来你在零日还挺顺利。,"Zero Day 생활, 순조롭나 보네.",
,,я смотрю.,,,
day15_041,……何してるの？,...Что это за штука?,……你在干嘛？,……뭐 해?,
day15_042,これか？　Wiが用意してくれたんだ！,"О, это? Ви дала мне\! Будет",你说这个？Wi给我弄的！,이거? Wi가 준 거야!,
,今日はリラックス時の脳波計測だ。,"картировать мои мозговые волны, пока я",说是想测量我放松时的脑电波。,오늘은 휴식 상태에서 뇌파를 계측하겠다네.,
,極楽だぜ。,"расслабляюсь. Ничего не остается, кроме",可爽死我了。,정말 끝내준다니까.,
,,как откинуться на спинку и релаксировать.,,,
day15_043,お前も座ってみるか？,Хочешь присоединиться?,你要不要也来坐坐？,너도 앉아 볼래?,
day15_044,……やめとく。,"Я пас, спасибо...",……我就算了。,……사양할게.,
day15_045,ウ゛ゥ……,Ррр...,咕呜……,끼잉……,
day15_046,お掃除中です♡,Идёт уборка\! Бип-бип\!,正在清扫咪♡,청소 중이랍니다♡,
day15_047,力加減が本当にちょうどいいな。,О-о-о... Какое приятное давление.,这力道真的刚刚好啊。,힘 조절이 정말 딱 좋네.,
,姿勢を変えても自動で追従して……,Оно даже подстраивается под положение,还能根据坐姿自动调整……,자세를 바꾸면 바로 맞춰 주고……,
,,твоего тела.,,,
day15_048,今日はこの後「温泉」にも,Слышал новости? Мне сегодня разрешат,她好像还说，,"이게 끝나면 ""온천""에도",
,入れてくれるんだったか？,воспользоваться их «онсэном».,待会儿要放我去泡“温泉”呢！,들여보내 주겠다던데?,
,楽しみだな！,Я в предвкушении\!,我都等不及啦！,이거 기대되는걸!,
day15_049,なんだ、この匂い……,"Уф, что это за запах...?",这什么气味啊……？,이 냄새는 뭐지……,
day15_050,アトラクションの模型は,Модель тематического парка разбита.,坏掉的游乐器材模型。,놀이 기구 모형이 위쪽에서,
,上から叩かれたように壊れている。,"Похоже, кто-то её разгромил.",像是被砸扁的。,내리친 것처럼 망가져 있다.,
day15_051,薄い物理書籍がたくさん並んでいる。,Здесь выстроилось много книг.,有很多薄薄的实体书籍。,얇은 물리 서적이 많이 늘어서 있다.,
,どれも似たような装丁だ……,Все переплёты выглядят одинаково.,每本的装帧大同小异……,표지는 죄다 비슷비슷하다……,
day15_052,「ゼロデイのみんな」「ジョバンニ」,«Всё в «Нулевом Дне»» «Джованни»,《零日的大家》《乔班尼》,"""Zero Day 동료들"" ""조반니""",
day15_053,あれ。,А?,咦？,어라?,
,\C[1]（僕の名前だ……）,\C[1](Это... моё имя.),\C[1]（写着我的名字……）,\C[1](내 이름이 있잖아……),
day15_054,\C[1]（確かこれだけじゃなかったような……,\C[1](И здесь на полу,\C[1]（我记得好像不止这些的……,\C[1](분명 이것만 있던 건 아닌 것 같은데……,
,あ、落ちてるのか）,есть что-то ещё.),啊，掉在旁边地上了）,"아, 바닥에 떨어져 있네)",
day15_055,……,...,……,……,
day15_056,甘苦しい煙がもくもく立ち上っている。,Тошнотворно-сладкий дым наполняет воздух...,烟雾缭绕，气味甜得发腻。,달콤하면서 괴로운 연기가 뭉게뭉게 피어오른다.,
,……近づくと頭がじんじん痺れてくる。,"Я чувствую, как он притупляет мои чувства.",……我越靠近，越觉得头晕脑胀。,"……가까이 다가가자, 머리가 지끈거린다.",
day15_057,……,...,……,……,
day15_058,倒れていて中身がわからない。,"Она упала, так что я не вижу, что внутри.",翻倒了，看不到里面有什么。,쓰러져 있어 내용을 확인할 수 없다.,
day15_059,「カイ①」「カイ②」「トグサ」,«Кай \#1» «Кай \#2» «Тогуса»,《凯伊①》《凯伊②》《十草》,"""카이 ①"" ""카이 ②"" ""닥터""",
,「ヒロ」「タダシ」「ターナー」,«Хиро» «Тадаши» «Тернер»,《阿广》《小义》《透纳》,"""히로"" ""타다시"" ""터너""",
day15_060,倒れていて中身がわからない。,Как этот комод оказался опрокинут...?,翻倒了，看不到里面有什么。,쓰러져 있어 내용을 확인할 수 없다.,
