翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,キく～～～～♡,Thaaat's the stuuuff...,好劲～～～～♡,기분 째진다~♡,
day15_075,はぁー、はぁーー……,Whew...\.\. Aw yeah...,呼……呼……,"하아, 하아……",
,へぁははぇ……,*Moan*,嘿哈哈啊……,"으하, 하하하……",
day15_076,ぇへっ……,Heh... Heheh.,诶嘿……,에헤헤……,
,あれ？　ジョー君だぁ……♡,"Oh? Heyyy, Gi-Gi...",咦？是阿乔呀……♡,어라? 조잖아……♡,
,いつからいたのぉ？,When did you get here?,你什么时候来的？,언제부터 거기 있었어?,
day15_077,いつからって……,I've...been here. This whole time.,什么什么时候……,언제부터냐니……,
day15_078,これを持ってきたのは僕だろ？,I literally just gave you the dust.,刚刚就是我给你拿的粉啊。,"드림 더스트, 내가 가져다 줬잖아?",
,どうしたんだよ、ほんとに……,Seriously...?,你今天到底怎么了……,대체 왜 그러는 거야……,
day15_079,へへぁ……♡,*Yawn*,哈嘿…………♡,에헤헤……♡,
day15_080,はぁい４８時間労働突入〜〜〜♡,Just hit 48 hours of working nonstop...,嗯～～连续干活第48个小时啦〜〜〜♡,"있지, 48시간 노동 돌입 중이거든~♡",
,ダストで睡眠突破きもちい～～～♡,A little hit of dust and I'm wide awake!,哈了粉就不用睡觉，好爽哦～～～♡,"더스트와 함께 밤샘 작업, 정말 기분 째져~♡",
day15_081,４８……！？,"Wait, did you just say 48 HOURS?",48……？！,48시간……?!,
,それは……Wiがやらせてるのか？,Is... Is Wi making you do all this?,是Wi……叫你做事吗？,그 일…… Wi가 시켰어?,
,休んでないの？,Shouldn't you take a break?,你都没休息吗？,안 쉬어도 돼?,
day15_082,休んでるわけないじゃん♡,"And stop working? No way, honey.",哪有时间休息啊♡,쉴 시간이 어디 있어♡,
,ゼロデイの活動のためなんだから♡,"This is all for Zero Day, you know?",这可是为了零日耶♡,다 Zero Day의 활동을 위해서인걸♡,
day15_083,ケイトが頑張れば,"The harder I work, the more useful I am",只要凯特够努力，,"케이트가 열심히 하면,",
,おねーちゃん助かるからぁ♡,to my sister.,姐姐就不用那么辛苦啦♡,언니에게도 도움이 될 거야♡,
,雑魚妹でも嫌われないで済むかなぁ♡,Maybe she won't hate me for being a loser!,希望姐姐不会怪人家太废物就好了♡,찌끄레기 여동생도 싫어하지 않을 거야♡,
day15_084,…\.…\.…\.…,.\..\..\.,…\.…\.…\.…,…\.…\.…\.…,
day15_085,はぁ〜〜〜〜〜〜〜……,Ahhh...,哈啊〜〜〜〜〜〜〜……,하앙……,
day15_086,ぇへ……へへっ……♡,Heh... Heehee...,哎嘿……嘿嘿……♡,에헤…… 헤헤헤……♡,
day15_087,ねえねえ♡,"Hey, sweetie.",阿乔阿乔♡,"저기, 있지♡",
,もっとこっちきて♡,Come a little closer...,你不要离人家那么远嘛♡,좀 더 가까이 와 봐♡,
day15_088,あ゛っ……！,Ahng...!,嗯啊……！,윽……!,
day15_089,……はぁっ……♡,*Pant*...,……呼……♡,……하아……♡,
,はぁっ……♡,...*Pant*...,哈啊……♡,하아……♡,
day15_090,\>近寄る,\>Get closer,\>靠近,\>가까이 다가간다,
day15_091,\>近寄らない,\>Don't get closer,\>不靠近,\>다가가지 않는다,
day15_092,ね、さして♡,"...Stick in me, Gi-Gi.",来，刺进来♡,"있지, 찔러 줘♡",
day15_093,は……？,...What?,啊……？,뭐……?,
day15_094,はぁ……♡　きた♡　きた♡,Mmm... Yes... Yes. Yes!,哈啊♡来了♡来了♡,하아……♡ 왔어♡ 들어왔어♡,
,生きてる〜〜♡,"Oooh, I feel so alive!",活着的感觉～～♡,살아있어~♡,
day15_095,はぁ……,*Sigh*...,呼……,하아……,
day15_096,……あーあ……,...Ahh.,……唉……,…… 하하……,
day15_097,……ねえ、来ないの？,...Come over here. Please?,……哎，你不过来吗？,"……저기, 안 올 거야?",
,ねえ……,Pretty pleeease...?,来嘛……,조……,
day15_098,もういい。,Whatever.,算了，够了。,그럼 됐어.,
day15_099,Wiと何かあったのか？,Did something happen between you and Wi?,你是跟Wi吵架了吗？,Wi와 무슨 일 있었어?,
day15_100,……\.別に。\.何も。,It's nothing. Just...\.forget about it.,……\.没有啊。\.怎么会。,……\.딱히. \.아무 일 없었어.,
day15_101,でも、どう考えても変だろ。,Come on. Something is off.,但这件事怎么想都很奇怪吧。,그렇지만 아무리 생각해도 이상한걸.,
day15_102,もしWiがそこまでして働けって,Why else would Wi make you work so hard?,如果是Wi要你这样累死累活地干，,만약 Wi가 그렇게 일하라고,
,言ってるなら、おかしいよ。,I know there's something wrong.,也太不合理了。,지시한 거라면 그것도 이상하고.,
,無理しなくていい。,You're pushing yourself way too far.,你不需要勉强自己的。,몸을 너무 혹사하지 마.,
day15_103,……\|別に頼まれたわけ,I'm not...,……\|她没有叫我这么干。,……\|언니가 부탁해서,
,じゃないよ。,...It's not for her.,,이러는 게 아니야.,
day15_104,じゃあなんで……,Then why—,那你为什么……,"그러면, 어째서……",
day15_105,必要だからに,Because SOMEONE has to!,当然是因为有必要啊！,당연히……,
,決まってるでしょ！,Obviously!,,필요한 일이니까!,
day15_106,今やってるのはね、ゼロデイが,Do you even know what my job is?,零日现在连在卡列伦的网络上，,지금 하는 일은 Zero Day가,
,カレルレンのネットに繋いでるのを,I make sure Karellen doesn't find out,人家在做的事，,카렐렌 네트워크에 접속해도,
,バレないようにする仕事なの。,we've been accessing their network.,就是不要让卡列伦发现这点。,들키지 않도록 막는 거야.,
day15_107,定期的にメンテしないと,"If no one does upkeep on it, things could",如果不定期更新检查的话，,정기적으로 점검하지 않으면,
,危ないんだから……,"go really, REALLY badly.",真的很危险的……,위험하단 말이야……,
,これも！　ほらこれも！,"See?! Like this! And this, too!",你看这个！还有这个！！,"이것도, 그리고 이것도 그래!",
day15_108,でもみんな面倒くさがってやらないの！,No one does ANYTHING around here!,明明很危险，可是别人都嫌麻烦不肯干！,하지만 다들 귀찮다며 손대지도 않아!,
,だからケイトがやってやってるの！,"So that's why I'm doing it, okay?!",所以凯特只好自己上啊！,그래서 케이트가 직접 하는 거란 말이야!,
,仕方ないでしょ！？,I have no other choice!,这不就是没办法的事吗？！,이제 알아들었어?!,
day15_109,……,...,……,……,
day15_110,ダスト持ってきてくれてありがと。,Thanks for bringing my dust.,谢谢你帮我拿粉来。,"더스트, 가져다 줘서 고마워.",
,じゃケイト、仕事に戻るから！,"I'm gonna go back to work, 'kay? Bye!",凯特要继续干活，不陪你聊了！,"그럼, 케이트, 일하러 갈게!",
day15_111,わかったよ。,All right.,知道了。,알았어.,
day15_112,……,...,……凯特，,……,
,ケイトはWiが好きなんだな。,You must really like Wi.,你是真喜欢Wi啊。,케이트는 Wi를 좋아하는구나.,
day15_113,\{好きなんてもんじゃない！,\{I LOVE her!,\{这才不是什么喜欢！,\{그런 게 아니야!,
day15_114,これは……,This is...,这是……,나는……,
day15_115,！,*Gasp*,！,  !  ,
day15_116,……これは……,...This...,……这是……,……나는……,
day15_117,……,...,……,……,
day15_118,どいて。,Move.,别挡路。,비켜.,
day15_119,\C[1]（なんなんだ……）,\C[1](What is this feeling...?),\C[1]（搞什么啊……）,\C[1](대체 뭐지……),
day15_120,\C[1]（……\.\.こんな女、,\C[1](...\.\.I know I should probably,\C[1]（……\.\.照理说，,\C[1](……\.\.저런 인간과는,
,関わらない方がいいんだろうけど）,avoid someone like her...),最好别跟这种人扯上关系）,어울리지 않는 게 좋기는 한데…),
day15_121,\C[1]（……\.\.どうしてこんなに,\C[1](...\.\.Why am I so curious,\C[1]（……\.\.可是，,\C[1]（……\.\.어째서 이렇게,
,気になるんだろう）,about her?),我为什么会这么在意呢）,신경 쓰이는 걸까?),
day15_122,ケイトが気になる……,I hope Kate is okay...,好在意凯特的情况……,케이트가 신경 쓰인다……,
day15_123,机は真っ二つになっている。,The desk has been split in two.,桌子断成了两截。,책상이 둘로 쪼개져 있다.,
day15_124,壁の飾りもぐちゃぐちゃだ。,There are wall decorations everywhere.,墙上的装饰也一团糟。,벽 장식도 엉망이다.,
day15_125,顔が映る位置が割れている。,"Broken, right where your face would be.",面部的位置碎了。,얼굴이 보이는 곳이 깨져 있다.,
day15_126,落ちて無残に壊れている。,The poor thing has been ripped in two...,被扯得稀巴烂，随手丢在地上。,바닥에 떨어져 무참히 부서져 있다.,
day15_127,シーツが破れ、ぐちゃぐちゃになっている。,The sheets are torn up and wrinkled.,床单成了破布，皱巴巴的一团。,시트가 찢어져 너덜너덜하다.,
day15_128,……下着だ。,It's...someone's underwear.,……是内衣。,……속옷이다.,
,あまり視界に入れないようにしよう……。,I feel like I shouldn't look at it...,尽量别去看好了……,너무 쳐다보지 않는 게 좋을 것 같다……,
day15_129,Wiの人形だ。これだけは綺麗なまま。,A doll of Wi. It's still pristine.,Wi的娃娃。只有它还完好无损。,Wi를 닮은 인형이다. 이것만 깔끔하다.,
day15_130,一口も食べてないケーキがある。,"A cake, completely uneaten.",一口都没动过的蛋糕。,입도 대지 않은 케이크다.,
day15_131,中身は空のようだ。,Looks like it's empty inside.,里面好像是空的。,안쪽은 비어 있는 것 같다.,
day15_132,……まるで死人のようだ。,...She looks almost dead.,……一动不动，好像死了一样。,……마치 시체 같다.,
day15_133,\>話しかける,\>Talk to her,\>出声喊她,\>말을 건다,
day15_134,\>やめておく,\>Don't talk to her,\>算了,\>그만둔다,
day15_135,あーあ……,"Oh, man...",……唉……,아……,
day15_136,つかれた……,I'm so tired.,累死我了……,지쳤어……,
,全部どーでもいいや……,Forget all of this. I don't care anymore.,随它去了，无所谓了……,될 대로 되라지……,
day15_137,\C[1]（今度は何なんだ？）,\C[1](What's wrong with her this time?),\C[1]（这次又怎么了？）,\C[1](이번에는 왜 저래?),
,\C[0]仕事はいいのか？,"\C[0]I, uh, thought you had work to do...",\C[0]你不用干活了吗？,\C[0]더 안 할 거야?,
day15_138,もういいよ。,I'm done.,无所谓了。,이제 됐어.,
,だって全部ムダだもん。,What's the point? Of anything?,反正做什么都是没用的。,다 소용 없으니까.,
day15_139,……\.\.\.,.\..\..\.,……\.\.\.,……\.\.\.,
,おねーちゃんRにならないかなあ。,I wish my sister would turn into an R.,姐姐为什么就不能变成R呢？,"언니, R이 되면 좋을 텐데.",
day15_140,だってRは死なないじゃん。,At least Rs don't die.,变成R就不会死了啊。,R은 죽지 않으니까.,
day15_141,人間は死ぬじゃん。,But humans? They die all the time.,但是人类会死。,인간은 죽잖아.,
,弱いから。,...They're so frail.,谁叫人类那么弱。,약해 빠졌으니까.,
day15_142,知ってる？,But you know what?,你知道吗？,그거 알아?,
day15_143,ネズミってね……\.\.\.,The thing about rats is...\.\.\.,所有的小老鼠……\.\.\.,쥐는 말이야……\.\.\.,
,ネズミから産まれるんだよ。,they're born from rats.,都是大老鼠生下来的。,쥐에게서 태어난다는 거.,
day15_144,だから減らないの。,So they'll never be gone for good.,所以只会越变越多。,그래서 사라지지 않는 거야.,
day15_145,意味わかる？\|,Do you understand what I'm saying?\!,你懂这是什么意思吗？\!,무슨 뜻인지 알겠어?\!,
,「人間」の女は自然出産しないけど……,"A human woman might not ever give birth,",女的“人类”不会自然分娩……,인간 여자는 자연 출산을 하지 않지만……,
,ネズミはいくらでも産めちゃうからさ。,but a rat can just keep making babies.,但老鼠就想生多少生多少。,쥐는 언제든 아이를 낳을 수 있거든.,
day15_146,いくらでも増やせるし……\.\.,So they keep on multiplying...\.\.,不管生多少都是一眨眼的工夫……\.\.,얼마든지 늘어날 수 있고……\.\.,
,カレルレンにバレないんだぁ。,And Karellen has no idea what rats do.,而且卡列伦根本不会发现哦。,카렐렌에게도 들키지 않으니까.,
,ナニしても。させても。,What they have to do to survive.,不论是“干“什么，还是“被干”什么。,"무슨 짓을 해도, 당해도 말이야.",
day15_147,だからネズミの女が一人居住区にいるだけで、,That's how one little rat in a slum,哪怕居住区里只有一个女的老鼠，,"그래서 거주구에 쥐 쪽 여자가 하나 숨어들면,",
,ところかまわず子供が増えていくんだよ。,can end up with dozens of babies.,用不了多久，小孩就遍地都是了。,장소에 관계없이 아이가 늘어나는 거야.,
,グロいよね。,Isn't it just awful?,很猎奇吧？,기분 나쁘지?,
day15_148,だからケイト、人間嫌いなの。,That's why I hate humans.,所以凯特才讨厌人类。,그래서 케이트는 인간이 싫어.,
,ネズミも嫌いだけど。,"Rats too, obviously.",虽然老鼠也讨厌。,쥐도 싫고.,
day15_149,ほんと気持ち悪い。全部。,Just...everything. It's all disgusting.,真的恶心死了。全都恶心死了。,"정말 기분 나빠, 전부 다.",
day15_150,ネズミはね、産まれないのが,Rats would be better off if they were,身为老鼠啊，最大的幸福，,쥐 같은 건 태어나지 않는 편이,
,いちばんの幸せなの。,never even born to begin with.,就是不被生下来！,가장 행복해.,
day15_151,ゼロデイの活動にも意味なんてない。,What's the point of Zero Day anyway?,零日做的事情也根本没意义。,Zero Day의 활동 역시 아무 의미 없어.,
,どうせろくな人生にならないんだから。,Life isn't gonna get any better.,反正再挣扎，老鼠都过不上人类的日子。,어차피 편하게 살 수 없으니까 말이야.,
day15_152,バカは気付いてないんだろうけど。,They're just too stupid to realize that.,虽然他们的笨脑瓜不足以理解这点啦。,멍청이들은 조금도 이해하지 못하겠지만.,
day15_153,……,...,……,……,
day15_154,……じゃあ……ケイトは、,Kate...,……那，凯特你其实……,그럼…… 케이트는……,
,ゼロデイを支持してないのか？,Do you not support what Zero Day is doing?,并不支持零日的活动吗？,Zero Day를 따르지 않는 거야?,
day15_155,してないよ。,"No, I don't.",不哦。,맞아.,
day15_156,まあ、でもケイトはケイトで,"But I have my own things, you know?",不过嘛，,"뭐, 하지만 케이트도",
,やりたいことあるからね。,Things I want.,凯特有凯特自己想做的事。,나름 하고 싶은 게 있으니까.,
day15_157,ケイトは、「人間」どもの,"Like, I wanna destroy the awful world",凯特只想把“人类”的世界,"케이트는 말이야, ""인간""의",
,世界をぶっ壊してやりたいの。,that humans created.,砸个稀巴烂。,세계를 부숴버리고 싶어.,
day15_158,ハッカーって都合いいでしょ？,That's why I'm participating.,那当黑客不是正好吗？,해커는 그렇게 할 수 있잖아?,
,だから参加してやってるの。,Isn't being a hacker so cool?,看在这个份上我才会加入的。,그래서 참여한 것뿐이야.,
day15_159,それも飽きてきたけどね……,"Starting to get a little bored, though...",虽然最近也开始腻了……,그것도 슬슬 질리기 시작했지만……,
day15_160,ね、一緒に死のうよ♡,...Wanna die together?,喂，我们一起死嘛♡,"있지, 같이 죽자♡",
,いいでしょ？,"C'mon, let's do it.",那多轻松啊！,괜찮은 제안 아니야?,
,こんな世界で生きるより楽だよ？,Why keep living in a world like this?,总比在这种世界里活下去简单吧？,이런 세상에서 사는 것보다 나을 걸?,
day15_161,い……いやだよ。,"N-No, I can't...",我……我不要。,난…… 싫어.,
day15_162,なんで？,Why not?,为什么？,어째서?,
day15_163,……僕は……,Because...,……因为……,나는……,
,生きなきゃいけないからだよ。\!,I have to keep surviving.\!,我是必须要活下去的。\!,살아야 하니까.\!,
,母さんが……,M-My mom—,因为，我妈妈……,엄마가……,
day15_164,そいつ,Who cares?,但你说的这个人，,"그 년,",
,もういないでしょ？,"She's dead, isn't she? Of course she is.",自己都不在了吧。,더는 없잖아?,
day15_165,いたらここ来てないもん。,Why else would you be here?,不然你也不会来这里了。,있었다면 여기 오지도 않았고.,
day15_166,…\.…\.…\.…\.…,.\..\..\.,…\.…\.…\.…\.…,…\.…\.…\.…\.…,
day15_167,自分でも気付いてるんでしょ？,You must realize by now.,其实你也感觉到了吧？,너도 알잖아?,
day15_168,あんたもわたしとおんなじ。,You and I are the same.,你和我是一模一样的。,너도 나와 같다는 걸.,
,生きる理由なんかない。,We don't have any reason to live.,我们都没有活下去的理由。,살아있을 이유가 없다는 걸.,
day15_169,わかるよ。,I understand you.,我看得出来的。,다 알아.,
day15_170,だから誘ったの。,That's why I invited you.,所以才会约你一起。,그러니까 말하는 거야.,
day15_171,…\.…\.…\.…\.…,.\..\..\.,…\.…\.…\.…\.…,…\.…\.…\.…\.…,
day15_172,……\.\.\.そもそも、,I mean.\..\..\.,……\.\.\.再说了，,……\.\.\.애초에,
,この時代にわたしたちが,We were never going to have a,摊上这么一个世界，,이런 시대에서 우리가,
,生きる意味なんてないんだよ。,reason to live in a world like this.,本来就没有活下去的意义。,살아갈 의미는 없어.,
day15_173,ここは故郷ですらない。,Look around you. This isn't our home.,这里连故乡都不是。,여기는 고향도 아니야.,
,自然の一部にも戻れない。,There isn't a shred of nature left.,死了也没法回归自然。,자연의 일부로 돌아갈 수도 없어.,
day15_174,人間もネズミもみんなおなじ。,"Humans and rats, we're all the same.",人类老鼠都一样，死了只是丢在那，,"인간도, 쥐도 다 똑같아.",
,ただ残ってるだけのかわいいガラクタ。,We're just the vermin of a bygone world.,顶多比破铜烂铁长得好看点。,세상에 남겨진 귀여운 장난감일 뿐이야.,
day15_175,必死に持ち主のご機嫌をとるか、,Either we cling to our masters and do,要是拼死拼活也讨不到主人的欢心，,"주인의 비위를 맞추려 필사적으로 살거나,",
,お掃除されるかしかないの。,"their bidding, or we get exterminated.",就只有被当垃圾清掉的命。,청소 당할 운명일 뿐이라고.,
day15_176,バカみたいだと思わない？\.\.,Isn't it all so...\.\.insane?,你不觉得这蠢爆了吗？\.\.,정말 바보 같지 않아?\.\.,
,死にたいって思う方が自然なんだよ。,Why wouldn't we all choose death?,想死才是正常的。,죽고 싶다고 생각하는 쪽이 자연스러워.,
,それが賢い選択なの。,"That's the smarter choice, anyway.",死才是明智之选。,그게 현명한 선택이야.,
day15_177,無理するのって,Isn't it so exhausting?,就算硬撑下去，,너도 여기서 억지로,
,疲れるでしょ？,Choosing to live?,也只会累到自己而已。,노력하느라 지쳤잖아?,
day15_178,……\.\.\.僕は……,I.\..\..\.,……\.\.\.我……,……\.\.\.나는……,
day15_179,\>そう思う,"\>I think so, too.",\>同意,\>네 말이 맞아,
day15_180,\>違うと思う,\>I don't think so.,\>不同意,\>그렇지 않아,
day15_181,……ケイトの言うことも,...I understand what you're,……我觉得，,……케이트의 말이,
,わかるよ。,"saying, Kate.",你说的也有道理。,무슨 뜻인지는 나도 알아.,
day15_182,僕も……,I...,我也认为……,나도……,
,意味なんて、ないと思ってる。,I don't think there's any reason either.,这一切，根本就没有意义。,의미 같은 건 없다고 생각해.,
day15_183,でも……,But even then...,但是……,하지만……,
day15_184,それでも……,No matter how exhausting it is...,就算这样……,그렇지만……,
,死にたくないよ。,I don't want to die.,我也不想死。,죽고 싶지 않아.,
day15_185,だ、だって……,I mean...,因、因为……,왜냐면……,
,せっかく産まれて、,"I managed to live this long,",我都被生下来，,이 세상에 태어나서…,
,ここまで生きたんだ。,I can't waste my life now.,活到今天这么大了。,여기까지 왔으니까.,
day15_186,母さんの代わりに、,I need to keep living for my mom's sake.,我都替我妈妈，,엄마를 대신해,
,生きたんだ。,And for my own.,活到现在了。,여기 살고 있어.,
day15_187,それに……,"Think about it, Kate...",而且……,그리고……,
day15_188,Wiはどうなるんだ？,What would happen to Wi?,Wi怎么办？,Wi는 어떻게 생각할까?,
,ケイトが死んだら、,If you died...,你就这样死了，,케이트가 죽으면,
,悲しむんじゃないのか？,wouldn't she be sad?,她不会很难过吗？,슬퍼하지 않겠어?,
day15_189,家族だろ？,"You're family, aren't you?",你们不是一家人吗？,가족이라며?,
day15_190,…\.…\.…\.…,.\..\..\.,…\.…\.…\.…,…\.…\.…\.…,
day15_191,家族じゃないよ。,We're not family.,我们才不是一家人。,가족이 아니야.,
day15_192,おねーちゃんは,My sister is more than that.,姐姐她是首领，,언니는…,
,ネズミたちのリーダーだから。,She's the leader of the rats.,是老鼠们心目中的老大。,쥐의 리더니까.,
,家族なんていらないの。,She doesn't need a family.,她要家人干嘛？,가족 따위는 언니에게 필요 없어.,
day15_193,おねーちゃんは,My sister is a beacon of light.,她是所有老鼠心目中的光，,"언니는 쥐의 빛이자,",
,ネズミの光、希望の象徴なんだよ。,Our very own symbol of hope.,她就象征着希望。,희망의 상징이야.,
day15_194,光はね、人間でいちゃいけないの。,Having a family would mean she was human.,希望的象征，怎么能是人类呢？,빛은 사람의 형태로 존재하면 안 돼.,
,家族なんかいたら人間になっちゃうでしょ？,Can't have a human be our symbol of hope.,要是有了家人，不就变成人类了嘛。,가족이 있으면 인간으로 남게 되잖아?,
day15_195,光が消えたらみんな死んじゃう。,We need her. We need hope.,要是没有光的指引，大家都会死的。,빛이 사라지면 모두 죽고 말 거야.,
,そんなのダメだよ。,"Without it, we'd all be dead.",那怎么行。,그런 일은 있어서는 안 돼.,
day15_196,それに、ネズミに家族なんて,"Plus, a rat doesn't need family anyway.",再说了，对老鼠来说，,그리고 쥐에게 가족은,
,邪魔なだけだよ。,They'd just get in the way.,家人纯粹是累赘。,걸리적거릴 뿐이야.,
day15_197,家族なんて、いらないの。,I don't need family. Not one bit.,所以要它干嘛？我才不需要呢。,"가족 따위, 필요 없어.",
day15_198,\C[1]（……\|,\C[1](...\|,\C[1]（……\|,\C[1](……\|,
,やっとわかった）,I get it now.),总算搞懂了）,이제야 알 것 같아.),
day15_199,\C[1]（この女がいちいち気になるのは……,\C[1](I can't help but worry about her,\C[1]（我会放心不下她，是因为……,\C[1](이 애가 자꾸 신경 쓰였던 건……,
,ザネリを思い出すからだ）,because she reminds me of Zanelli.),她总让我想起札内利）,자넬리와 겹쳐 보였기 때문이었어.),
day15_200,\C[1]（全然似てないけど……）,\C[1](Even though they don't look alike...),\C[1]（虽然两个人一点都不像……）,\C[1](모습은 조금도 닮지 않았지만……),
day15_201,……,...,……,……,
day15_202,……\.\.\.意味か。,".\..\..\.We all need a reason, huh?",……\.\.\.意义。,……\.\.\.의미라.,
day15_203,これ美味しそうだね。,"Hey, that looks tasty.",你桌上这盘看起来很好吃。,"그거, 맛있어 보이네.",
,もらっていい？,Mind if I have some?,可以给我吃吗？,먹어도 돼?,
day15_204,……ふぇえ？,Whuh?,……哎啊？,……뭐?,
▼夢（回想フィルターつき）,,,,,
day15_205,……やっと帰ってきたか。,You're finally back.,……总算回来了啊。,……이제야 돌아왔네.,
day15_206,最高級モデルのゴミから取ってきた。,Picked this from a trashed luxury model.,看，这是我从废旧的高级机型上拆下来的。,최고급 모델 잔해에서 가지고 왔어.,
,インジウム入りだ。,This stuff's got indium in it.,里面是有铟的。,인듐이 들어 있지.,
day15_207,ここじゃめったに手に入らない代物だ。,It's actually pretty rare around here.,这可是周边弄不到的上等货，,여기서는 좀처럼 구하기 힘든 물건이야.,
,闇市に流せば、一週間分の追加食材になるぞ。,You could sell it for a week's rations.,如果卖到黑市，能多换七天的食材呢。,암시장에 팔면 일주일 동안 재료 걱정은 안 해도 돼.,
day15_208,買わないか？,"So, how about it? Wanna buy some?",你买了吧，我算你便宜点。,안 살래?,
day15_209,隣町の子？,Are you from the neighboring city?,你是隔壁镇的孩子？,옆 동네 애지?,
day15_210,そうだよ。,Yep.,是。,맞아.,
day15_211,……きのう、例のやつらが来てさ。,...They came for us yesterday.,……昨天，“他们”来了。,……어제 그 녀석들이 왔거든.,
,駆除されたくなくて逃げてきた。,"I didn't want to die, so I ran.",我不想被驱除，就跑到这里了。,죽기 싫어서 도망쳤어.,
day15_212,ひどいよな？　あいつら、,Those people... They were awful.,那帮人真的很过分啊。你不觉得吗？,"그 자식들, 참 지독하지?",
,俺の母親もきょうだいも一瞬で殺したんだぜ。,They killed my mom and family on sight.,他们杀我妈妈，杀我兄弟姐妹，眼睛都不眨一下。,순식간에 우리 엄마와 형제를 죽여버렸어.,
,同じ人間だっていうのにな？,Why would they kill other humans?,明明我们也是人类啊，是吧？,같은 인간인데 말이야.,
day15_213,……かわいそうね。,I'm so sorry.,……可怜的孩子。,……그거 안 됐구나.,
day15_214,俺、変わってるだろ？,"I'm...a little different, aren't I?",你是不是觉得我这人挺怪的？,나도 참 특이하지?,
day15_215,ネズミにもたまに出来のいいのがいてさ。,Even rats can come up pretty smart.,偶尔也会有天生聪明的老鼠。,쥐 사이에서도 가끔 쓸만한 녀석이 태어나거든.,
,そのへんのスコア持ちより賢いんだぜ。,"Smarter than your usual scorer, at least.",我比你们大部分“有分的”还聪明得多。,주변 스코어 보유자보다 똑똑하단 말씀.,
day15_216,なのに、配給がないから腹減ってるんだ。,But I'm out of rations. I'm hungry.,可是我却没有配给，肚子快要饿瘪了。,그럼에도 배급이 없어서 배를 곯는 중이지.,
,買ってくれないか？,So... Wanna buy some of this?,所以你能不能帮帮忙？,"그래서, 안 살 거야?",
day15_217,……全部じゃなくていいから。,...Doesn't have to be all of it.,……不用全买也可以的，买一点就好。,……전부 살 필요 없어.,
,すこしでも。ネズミと違って資産はあるだろ？,"You've got money, right? You're not a rat.",你又不是老鼠，应该有钱的吧？,"이런 쥐와는 달리, 적지만 돈은 있을 거 아냐?",
day15_218,……,...,……,……,
day15_219,それよりさ。,I have a better idea.,哎，先不说货的事了。,그것보다……,
,あたしたちと一緒に暮らさない？,Why don't you come live with us?,你要不要考虑来我们家，跟我们一起生活？,"너, 우리랑 같이 살지 않을래?",
day15_220,はあ？,What?,啊？,뭐?,
day15_221,だってきみ、面白いもん！,Doesn't living together sound like fun?,因为你这孩子太有意思了嘛！,"너, 재미있는 애 같아서!",
,どう？　買うよりよくない？,I'd say that's a much better deal.,怎么样？这条件比买你的货好吧？,어때? 좋은 제안이지?,
day15_222,……か、家族なんかいらないよ。,"I... I don't need a family, okay?",……我、我才不要有家庭呢！,"……가, 가족 따위 필요 없다고.",
,めんどうだし。,They're nothing but a headache.,对我又没好处，还麻烦得要死。,귀찮기만 하니까.,
day15_223,俺は頭がいいから一人でも,But me? I'm smart enough alone.,我的脑子可好使了！,"난 머리가 좋으니,",
,生きていけるんだ。,I can get by just fine on my own.,靠自己一个人也可以活下去。,혼자서도 살 수 있어.,
day15_224,そんなこと言わずに！,"Oh, don't be so shy!",哎呀，别这么见外嘛！,그런 말 하지 말고!,
,じゃあ決まりね！,I won't take no for an answer.,那就说定喽！,"그럼, 같이 살기로 한 거다!",
day15_225,さ、入って！,"Come, come!",来，快进来！,"자, 들어오렴!",
,ジョバンニ、あんたのベッドの下空いてたよね？,Giovanni dear? Make space under your bed!,乔班尼，你的床下面还有空位吧？,"조반니, 네 침대, 밑에 아무도 안 쓰지?",
day15_226,……なんだあいつ？,...What's her deal?,……她这人怎么回事？,"……저 여자, 대체 왜 저래?",
day15_227,さあ。気分じゃない？,I don't know. She's just like that.,不知道。大概今天心情好？,"글쎄, 기분이 좋아서 저러는 거 아닐까?",
day15_228,それだけ？,That's it? Seriously?,啥？,그게 이유라고?,
day15_229,……お前も、いいのかよ？,...And you're okay with this?,……你也就这反应啊？,"……너, 정말 괜찮냐?",
day15_230,うち、こういうことよくあるから。,It happens all the time.,我们家经常发生这种事的。,우리 집은 이런 일이 잦거든.,
,慣れた。,I'm used to it.,我都习惯了。,이미 익숙해.,
day15_231,……変わってるな。,You're weird.,……你们家可真怪。,……신기한 녀석들이네.,
day15_232,そっちもね。,"You, too.",你不也挺怪嘛。,너도 마찬가지거든.,
day15_233,ともかく、よろしく。,Anyway... Welcome home.,总之，先进家门吧。,"아무튼, 잘 부탁해.",
day15_234,……,...,……,……,
▼2-13　DAY18／ゼロデイ１５日目,,,,,
day15_235,フルダイブ用ポッドだ。,I can use this pod to do a full dive.,这是浸没舱。,풀 다이브용 포트다.,
,中で横になればあとは全自動で,All I need to do is lay down inside it,只需躺进去，,안에 들어가 누우면 나머지,
,ダイブさせてくれる。,and it'll take care of the rest.,就会自动开始完全浸没。,과정은 자동으로 진행된다.,
day15_236,\> 中に入る,\> Get in,\> 进入,\> 안에 들어간다,
day15_237,\> やめておく,\> Don't get in,\> 算了,\> 그만둔다,
