翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
ho658,おまえの戦いは、おまえだけのものじゃない。,This fight... It's much bigger than us.,你的反抗不只属于你一个人。,네 싸움은 너 혼자만의 일이 아니야.,
,＂人間＂の戦いなんだ。,It's for the entire human race.,这是全“人类”的战斗。,인간을 위한 싸움이니까.,
,,,,,
ho658_sa,おまえの戦いは、おまえだけのものじゃない。,This fight... It's much bigger than us.,你的反抗不只属于你一个人。,네 싸움은 너 혼자만의 일이 아니야.,
,＂人間＂を取り戻す戦いなんだ。,It's about taking back our humanity.,这是一场夺回“人类”的战斗啊。,인간의 존엄을 되찾는 싸움이니까.,
ho659,＂人間＂として。,You need to keep fighting no matter what.,所以，你可一定要活下去啊。,"인간으로서,",
,必ず生き延びてくれ。,Keep on living...for what's right.,以一个“人类”的身份。,반드시 살아남아야 해.,
ho659_sa,この宇宙のために。,The fate of the universe is at stake.,为了这个宇宙，,이 우주를 위해……,
,必ず生き延びてくれ。,So keep on living...for what's right.,你可一定要活下去。,꼭 살아남아야 해.,
ho660,……,...,……,......,
ho661,さて、そろそろ血も止まっただろ？,"The bleeding's stopped, so I guess that's",好啦，血差不多止住了吧？,"자, 이제 출혈은 멎었지?",
,急ごうぜ！,enough chit-chat. Let's get a move on!,我们抓紧吧！,서두르자!,
,エントランスはすぐ近くだし！,The exit's just up ahead.,门厅就在前面了！,입구는 근처에 있을 거야!,
ho662,う、うん……,Uh...,啊，嗯……,"아, 응......",
,……わかったよ。,A-All right...,……知道了。,......알았어.,
ho663,ムーヴェーター。,So this is the transporter. It's our way,移形升降梯。,공간 엘리베이터야.,
,これに乗れば、寮の外へ……,out of the dorm...,只要搭上这个，就能离开宿舍……,"이걸 타면, 기숙사 바깥으로......",
ho664,へ……,Huh...?,咦……,어......,
,\C[1]（人間？）,\C[1](Is that...a person?),\C[1]（有人？）,\C[1](사람인가?),
ho665,――ひっ！？,Whoa!,――噫？！,......히익?!,
ho666,……,...,……,......,
ho667,人間か。,Ah. You're human.,是人类啊。,인간인가.,
ho668,はは！　いいところに来たな！,Heh! Your timing couldn't be better.,哈哈！来得真是时候！,하하! 딱 맞춰 왔네!,
,単調な二進法くん達ばっかりで,You've got NO idea how boring those,一路上碰见的全是二进制蠢蛋，,단순한 이진법 녀석들만 상대하느라,
,飽きてきたところだったんだ！,bumbling bots are! Just awful company.,我正嫌没劲呢！,슬슬 질리던 참이었거든!,
ho669,遊ぼうぜ！,"You won't disappoint me, will ya?",来陪我玩吧！,놀아보자고!,
ho670,あれ……\.\.,Huh...?\.\.,奇怪……\.\.,어라......\.\.,
,効かない？,It's not working...,没用？,안 먹히네?,
ho671,……,...,……,......,
ho672,……,...,……,......,
ho673,ロックを！,"Gio, the lock!",赶快锁门！,잠금장치를 닫아!,
ho674,\{\{逃げよう！,\{\{Run for it!,\{\{咱们开溜！,\{\{도망치자!,
ho675,へ……,Wh-Wha...?,啊……？,뭐......?,
ho676,追いかけっこ再開だ！,We're playing tag again!,鬼抓人加时赛！,술래잡기를 계속하자고!,
,行くぞ、ジョバンニ！,"And trust me, you don't want to be it!",预备跑了，乔班尼！,"가자, 조반니!",
ho677,……,...,……,......,
ho678,ジョバンニ・スタイラス……,Giovanni Stylus... Authorization granted,乔班尼·斯泰拉斯……,조반니 스타일러스......,
,「駆除」対象。捜索開始。,to neutralize on sight. Commencing search.,“驱除”对象，搜索开始。,제거 대상 확인. 탐색 시작.,
ho679,ボーナススコア：＋５点。,Bonus score: +5.,奖励评分：5点。,추가 스코어 5.,
ho680,カムパネルラ・デミオン……,Campanella DeMillion... High-score asset.,康帕聂拉·德米安……,캄파넬라 데미안......,
,高スコア。「駆除」禁止対象。,Neutralization is prohibited. Secure the,高分个体，禁止“驱除”。,"상위 스코어. ""제거"" 금지 대상.",
,射撃時は、麻痺弾のみを使用すること。,asset with non-lethal rounds.,射击时，仅使用麻醉弹。,사격 시는 마비탄만 사용할 것.,
ho681,承知しました！,Understood!,是！,알겠습니다!,
ho682,あいつらは……？,Who are they...?,那些人是……？,저 녀석들은 뭐지......?,
ho683,――「紅友隊」だ。,The Research and Enforcement Division.,——是“红友队”。,"......""홍우대""야.",
ho684,カレルレンに「割り当て」られていない,RED. Karellen's own special forces unit.,如果两个人未经卡列伦“指派”却生了小孩，,"카렐렌이 ""지정하지 않은"" 인간 사이에서",
,人間同士の子供――「許可外子」の駆除や,Human agents trained to purge unauthorized,他们就会去“驱除”这种“未许可儿童”。,"태어난 ""허가 외 아이""의 제거 및,",
,暴徒の鎮圧を行う、\.\.カレルレン直属の武装隊。,births and suppress dissidents.,还负责镇压暴徒……\.\.是卡列伦直辖的武装。,폭도 진압 시 보내는 카렐렌 직속 부대지.,
ho685,駆除……,Purge...? You mean...,驱除……,제거......,
ho686,人間だけど、,"Uh huh. They may be human, but with those",虽然他们是人类，,"인간이긴 해도,",
,あのパワードスーツは危険そのものだ。,"power suits, they're one hell of a threat.",但那身动力装甲浑身上下都很危险。,저 강화복은 너무 위험해.,
,人間だからＥＭＰ弾も効かないしな。,"Plus, they aren't vulnerable to EMPs.",而且里面是人，所以EMP弹对他们没用。,인간이라 EMP탄도 안 먹히거든.,
ho687,……さて、これから,So...,……那么，,그럼......,
,どうしようか。,What's the plan from here?,下一步该怎么办呢？,이제 어쩐다.,
yamaSneak1,\C[1]（使えそうな茂みがあるな。,,,,
,隠れて進もう）,,,,
ho687-1,地球型の小動物Rだ。,A Crit-R. It looks like an Earth creature.,地球小动物外形的R。,지구의 소형 동물 형태를 한 R이다.,
,背中の模様の中にR-codeを見つけた。,There's an R-code on its back.,R-code藏在背上的花纹里。,등에 난 무늬에서 R-codes를 찾았다.,
ho687-2,R-code入手：Chip 'n Dale - E474,R-code obtained: Chip 'n Dale - E474,获得R-code：Chip 'n Dale - E474,R-codes 획득: Chip 'n Dale - E474,
ho687-3,噴水だ。,It's a fountain. There's,喷泉。,분수다.,
,縁にR-codeが書いてある。,an R-code at the bottom.,R-code写在它的边缘。,가장자리에 R-codes가 새겨져 있다.,
ho687-4,R-code入手：Fountains of Paradise - 21AE,R-code obtained: Fountains of Paradise - 21AE,获得R-code：Fountains of Paradise - 21AE,R-codes 획득: Fountains of Paradise - 21AE,
ho687-5,ホログラム投影,Hologram projection,全息投影,홀로그램 투영,
ho687-6,やめておく,Give up,算了,그만둔다,
ho687-7,手動操作,Manual control,手动控制,수동 조작,
ho688,ね～ね～、せんぱーい。,Hey... Isn't it about time for a break?,前辈～前辈啊～,있죠~ 선배~,
,俺、つかれた〜。,I'm so tired I could keel over...,我累了啦～,저 피곤해요~,
ho689,任務中だぞ。,Shut up. You're breaking my focus.,执行任务呢，,임무 중이야.,
,話しかけるな。,We're in the middle of a mission.,别找我聊天。,말 걸지 마라.,
ho690,え～？　いいじゃないスか。,"Oh, come on. Lighten up, will ya?",诶～？没关系吧～,네~? 이 정도는 괜찮잖아요.,
,どうせ大した仕事でもないんだし。,This job ain't rocket science.,又不是什么大不了的任务。,어차피 대수로운 일도 아닌데요 뭐.,
ho691,カレルレンからほとんど情報来ないって,"Shoot on sight, then clean-up duty.",卡列伦几乎没给咱们信息，,카렐렌에게서 온 정보도,
,そういうことでしょ？,Easy-peasy. That's why Karellen sent us,不就代表没多大事吗？,거의 없었잖아요?,
,内容も「ネズミ駆除」と似たようなモンだし……,next-to-nada in the briefing materials.,差不多帮忙抓个老鼠而已……,"내용도 ""쥐새끼 제거"" 정도고......",
ho692,つか俺、ゼウスなんて初めて来ましたよ。,"Sides, it's my first time on Prima Zeus!",话说，我还是第一次来星主耶。,그건 그렇고 제우스는 처음 와 보네요.,
,セカンダ・ヘラ出身なもんで。,"I'm from Secunda Hera, man. It was, like,",我是天后出来的嘛，万年老二。,전 세쿤다 헤라 출신이거든요.,
,まさか任務で来ることになるとはねー。,my life's dream to come out here.,没想到有朝一日踏入这宝地，却是来出任务啊～,설마 임무로 오게 될 줄은 몰랐어요~,
ho693,遊ぶな、気を引き締めろ。,This isn't a vacation. Focus on your task.,别玩了，认真搜索。,딴짓 하지 말고 정신 바짝 차려.,
,……恐らくだが、これは普通の任務じゃないぞ。,There are multiple squads on this.,……要我说，这可不是什么寻常任务。,......아마 이번 임무는 평범하지 않을 거야.,
,場所も特殊なうえ、別働隊まで出動している。,Way too many to be a routine mission.,不仅地点很特殊，连别动队都派过来了。,장소도 특별한 데다 별동대까지 왔으니까.,
ho694,カレルレンからの情報が無いのも、きな臭い。,And no details from Karellen? Something's,何况卡列伦没给信息本身就很不对劲。,카렐렌의 정보가 거의 없는 것도 수상해.,
,母親の方……トーシア・スタイラスなど、,"up... One of the targets, Tosia Stylus, is",那个任务目标的母亲……托西娅·斯泰拉斯，,모친 쪽...... 토시아 스타일러스였나.,
,医療施設にいる病人相手に５人も出動だ。,in a coma. So why does SHE need five men?,躺在医院里都动不了，竟然派了五个人盯着啊。,의료 시설 환자 상대로 다섯 명이 출동했고.,
ho695,\C[1]（母さん……！？）,\C[1](Mom?!),\C[1]（妈妈她……？！）,\C[1](엄마에게......?!),
ho696,ジョバンニ、今がチャンスだ。,"Giovanni, now's our chance.",乔班尼，就是现在。,"조반니, 지금이 기회야.",
,あいつらがおしゃべりに夢中なあいだに,We have to sneak past while they're still,这俩聊得这么投入，,놈들이 이야기하느라 한눈 파는 동안,
,ここを通り抜けよう。,busy running their mouths.,咱俩正好能趁机开溜。,여기를 지나가자.,
ho697,う……分かった。,O-Okay...,呜……知道了。,으...... 알았어.,
,\C[1]（気になるけど……）,\C[1](But they were talking about Mom...),\C[1]（虽然很在意妈妈怎么样了……）,\C[1](신경은 쓰이지만......),
ho698,（挟まれた……！？）,"(N-No, we're surrounded?!)",（被包围了……？！）,(포위당했잖아......?!),
ho699,……\|,...\|,……\|,......\|,
,ターゲット。発見。\.\.,Target spotted.\.\.,发现目标。\.\.,타겟 발견.\.\.,
,射撃モードに移行。,Engaging. Fire at will.,切换射击模式。,사격 모드로 이행.,
ho700,\{ジョバンニ、来い！,"\{Giovanni, behind me!",\{乔班尼，过来！,"\{이리 와, 조반니!",
,,,,,
ho701,……,...,……,......,
ho702,はい、ざんねん！,"Awww... Sorry, pal.\.\.",好啦，很可惜！\.\.,아쉽게 됐네!\.\.,
,ジョバンニ君はおれと,"See, Gio and I... We're inseparable.",现在乔班尼同学跟我合体喽！,이걸로 조반니와 난,
,一心同体になっちゃいました！,You want him? You'll have to take me.,,한 몸이 되었단 말씀!,
ho703,どうする？　撃ってみるか？\.\.,"So... What'll it be, hm? You gonna shoot?\.\.",你要怎么办呢？开枪试试？\.\.,어쩔래? 이래도 쏠 거야?\.\.,
,でも、そんなことしたら,Think about it. You really wanna risk,可是如果开枪的话，,하지만 조금이라도 실수하면,
,うっかりおれが死んじゃうかもな？,killing such a high-score asset?,说不定就会打死我哦～？,내가 죽고 말 걸?,
ho704,……\|テーザー。,...\|Ready stun rounds.,……\|泰瑟。,......\|테이저.,
,「麻痺」にセット。,Locked and loaded.,切换“麻醉”模式。,마비로 세팅.,
ho705,はは！　おまえ、Ｒみたいないいやつだな！,"Heh! Wow. You're all business, huh?",哈哈！你做事很谨慎嘛！真可靠！,"하하! 너, 성실한 데다 착한 녀석이네!",
,カレルレンにも好かれてるだろ。,Karellen must really like you.,卡列伦一定很喜欢你吧？,카렐렌이 많이 예뻐하겠어.,
,出世コース間違いなしだ！,Bet you'll be going places in no-time.,以后就等着升官加爵啦！,출세도 따 놓은 당상이겠는데!,
ho705_sa,おまえ、Rみたいに真面目なやつだな！,Heh! You're all business...just like an R.,你这家伙，简直跟R一样敬业嘛！,"너 말야, R처럼 성실한 녀석이잖아!",
,カレルレンにも好かれてるだろ。,Karellen must love people like you.,卡列伦一定很喜欢你吧？,카렐렌이 많이 예뻐하겠어.,
,出世コース間違いなしだ！,You'll be moving up the ranks in no time.,以后就等着升官加爵啦！,출세도 따 놓은 당상이겠는데!,
ho706,……やるじゃないか。,Heh... Not bad.,……挺能干嘛。,......제법이잖아.,
ho707,……\.\.,...\.\.,……\.\.,......\.\.,
ho707a,挟み撃ち、だ。,Surround the targets.,准备，夹击。,협공한다.,
ho707b,カムパネルラ・デミオンへ,"All units, subdue Mr. DeMillion with",目标，康帕聂拉·德米安。,"대상, 캄파넬라 데미안.",
,麻痺弾。一斉射撃。,non-lethal rounds. Prepare to fire.,麻醉弹，齐射。,"마비탄, 일제 사격.",
ho707c,一斉！？,"What, ALL units?!",齐射？！,일제 사격?!,
,……やべ、あっちにも……,"Dammit, they're everywhere...",……糟糕，那边也有……,"큰일이야, 이쪽에도……",
ho707d,\C[1]（くそ、どうする――）,"\C[1](Oh god, what are we gonna do?!)",\C[1]（可恶，怎么办――）,"\C[1](젠장, 어쩌지……)",
ho707e,銃を奪う,Snatch the gun,夺枪,총을 빼앗는다,
ho708,形態変化。選択。ドローン。,Activating drone mode.,变形。选择——无人机。,"형태 변화. 대상, 드론.",
,空中展開開始。,Now commencing aerial assault.,开始空中拓展。,"공중 전개, 시작.",
ho709,（なんだあれ……ドローン？,"(What, a drone...?",（那是什么……无人机？,(저건 뭐지...... 드론?,
,合体してる？）,Did that thing just...morph?),合体了？）,합체하잖아?),
ho709-1,R-code入手：「Robot Sesame:E-54」,R-code obtained: Robot Sesame: E-54,"获得R-code：""Robot Sesame:E-54""",R-codes 획득: Robot Sesame:E-54,
ho710,\{こっちだ！,\{Over there!,\{这边走！,\{이쪽이야!,
ho711,よし！！　ロックした――,"All right, it's locked!",好！！锁上了——,좋아!! 잠궜어......,スペース挿入　翻訳出し直し必要ないです
ho711a,閉める,Close door,关闭,닫는다,
ho712,ありがとう、楽しかったよ！,"Well, it's been fun, but I'm through with",谢谢你啊，我玩得很开心！,"고마워, 즐거웠다고!",
,けど、追いかけっこはそろそろ終わりだ！！,our little game of tag for now!,不过，这局鬼抓人也该结束喽！！,이제 술래잡기를 끝내 보실까!!,
ho713,\{凝華酸素――,\{Time for you to cool off!,\{凝华氧气――,\{응화 산소......,
,放出！！,"With a little oxygen blast, that is!",喷射！！,방출!!,
ho714,……ッ！,Gah!,……！,......큭!,
ho715,……おわ、\.……った？,Did that do it\....?,……没事\.……了？,끝...... 났나\.......?,
ho716,……,...,……,......,
ho717,ひっ――,Ahh!,噫——！,히익......,
ho718,ジョバンニ、大丈夫か！？,Giovanni! Are you okay?!,乔班尼，你没事吧？！,"조반니, 괜찮아?",
,今そっちに行くぞ！,I'll be right there!,我马上过去！,지금 그쪽으로 갈게!,
ho719,なーんて、な！,Heh. Did I sound like a movie star?,哎呀～开个玩笑！,......뻥이지롱!,
ho720,今度こそ、終わった……？,Is it finally over...?,这次真的没事了……？,정말 끝난 거 맞지......?,
ho721,みたいだな。,Looks like it.,看来是了。,그런 것 같네.,
,素直で助かったよ。,They went down easier than I thought.,幸好那家伙够老实。,정직한 녀석이라 살았어.,
ho722,それにしても、やるじゃないか！,I've gotta hand it to you. You did great.,话又说回来，你很厉害嘛！,그건 그렇고 제법인데!,
,良い場所を思いついたな。,You found a good spot for us to hide.,能想到这个好地方。,딱 알맞은 곳을 찾아내다니.,
,二進法君がちょっとだけ邪魔だけど……,But those circuit-jockeys are in the way.,虽然二进制铁块有点碍事……,이진법 놈들이 조금 걸리적거리지만......,
ho723,この通路から他の場所に出られないか、,I'd say our best bet now is to look around,不过，我们还是到处找找看，,이 통로를 지나 다른 곳으로 갈 수 있나,
,探検してみようぜ。,and see if there's another way outta here.,有没别的出路吧。,한번 탐험해 보자고.,
ho724,そうだね。,"Yeah, you're right.",嗯。,그러자.,
,\C[1]（母さん……）,\C[1](Mom...),\C[1]（妈妈……）,\C[1](엄마......),
yamaHuka,……,...,……,......,
yama724T1,\T[3]「そちらはR用通路です。」,"\T[3]""That route is for Rs only.""",\T[3]“本通道为R专用…”,"\T[3]""여기는 R 전용 통로입니다.""",
yama724T2,\T[3]「R用通路は、人間の通過を想定していない通路です。」,"\T[3]""R-Ways have not been designed for human use.""",\T[3]“R用通道设计之初，并未考虑到人类通行…”,"\T[3]""R 전용 통로는 인간의 출입을 상정하지 않은 통로입니다.""",
yama724T3,\T[3]「足場が不安定なため落下するおそれがあります。」,Please move forward.,“请继续前进”,전진하십시오,
yama724T4,\T[3]「メンテナンスモードの…」,"\T[3]""Caution: Collision with...""",\T[3]“您可能与进入维保模式…”,"\T[3]""점검 모드 상태의...""",
yama724T5,\T[3]「危険ですので廊下へお戻りください。」,Please turn left.,“请左转”,왼쪽으로 향하십시오,
yama724T6,\T[3]「危険な行動が見られました。」,"\T[3]""Detected dangerous activity.""","\T[3]""检测到高危行为。…""","\T[3]""위험 행동을 감지하였습니다.""",
yamaRturo1,動かない。,It won't move...,一动不动。,......움직이지 않는다.,
yamaRturo2,……壊れているのだろうか。,I hope this thing is broken...,是坏了吗……？,......망가진 것 같다.,
yamaRturo3,……,...,……,......,
yamaSoudanR1,ここは……？,What is this place...?,这里是……？,여기는 어디지......?,
yamaSoudanR2,Ｒ用の通路だろうな。,Looks like a passage for Rs.,八成是给R用的通道。,R 전용 통로야.,
yamaSoudanR3,ここから下までは6000メートルほどある。,"It's about 6,000 meters to the bottom.",从这里到底下，至少有六千米深。,"여기서 지하까지는 약 6,000m 정도야.",
,まず生きていられないはずだけど……どうかな。,Doubt anyone can survive down there.,按说掉下去肯定活不成……但也很难讲。,일단 살아남기는 어렵겠지만…… 어떠려나.,
yamaSoudanR3_sa,ここから下までは6000メートルほどある。,"That is, if the fall didn't kill 'em first.",不过嘛，就算他真没事，,"뭐, 떨어져 무사했다 쳐도",
,普通の人間なら,"Once we leave, it'll be hard to get back.",一时半会也爬不回来。,당장 돌아오지는 못할 거야.,
,生きていられないはずだけど……どうかな。,We need to find the escape hatch...quick!,我们趁现在赶紧找出口吧。,이틈에 탈출구를 찾자고.,
yamaSoudanR4,ま、たとえ落ちて無事だったとしても,"That is, if the fall down didn't kill 'em first.",不过嘛，就算他真没事，,"뭐, 떨어져서 목숨이 붙어 있다 해도",
,すぐには戻って来られないはずだ。,I doubt they'll be back any time soon.,一时半会也爬不回来。,당장 돌아오지는 못할 거야.,
,今のうちに脱出口を見つけよう。,We need to find the escape hatch...and quick.,我们趁现在赶紧找出口吧。,이틈에 탈출구를 찾자고.,
yamaSoudanR4_sa,ま、落ちて無事だったとしても,"That is, if the fall didn't kill 'em first.",不过嘛，就算他真没事，,"뭐, 떨어져 무사했다 쳐도",
,すぐには戻って来られないはずだ。,"Once we leave, it'll be hard to get back.",一时半会也爬不回来。,당장 돌아오지는 못할 거야.,
,今のうちに脱出口を見つけよう。,We need to find the escape hatch...quick!,我们趁现在赶紧找出口吧。,이틈에 탈출구를 찾자고.,
yamaSoudanR5,脱出口、か……,"The escape hatch, huh...?",出口啊……,탈출구라......,
yamaRturo12,……このままここにいるとまずいな。,We can't stick around any longer.,……留在这里有点糟糕。,......이대로 계속 머물러 있으면 위험해.,
,どうしよう……,What do we do...?,怎么办呢……,어쩐다......,
yamaRturo13B,秘密の部屋の道：,Way to the Hidden Room:,通往秘密房间：,비밀방으로 가는 길:,
, ,, , ,
,RIGHT LEFT STRAIGHT,右　左　まっすぐ,RIGHT LEFT STRAIGHT,RIGHT LEFT STRAIGHT,
yamaRturo13,なんだこれ？,What's this all about?,这啥？,이건 뭐지?,
yamaRturo14,これは……「地球語」だな。,"Ah, this is an Earthling language.",这是……“地球语”。,"이건...... ""지구어""네.",
,たしか英語だ。意味は……,"This is called ""Japanese."" It means...",记得应该是英语。意思是……,"분명 영어라고 했던가, 의미는...",
yamaRturo15,「右」「左」「まっすぐ」,"""Right, left, straight.""",“右边”“左边”“直走”。,"""오른쪽"", ""왼쪽"", ""직진"".",
,……この通路のことか？,It must be talking about this passage.,……是在说这条通道么？,......이 통로를 말하는 건가?,
,どう進んだらいいんだろうな？,Which way should we go?,该怎么走呢？,어떻게 이동하는 게 좋으려나?,
yamaRturo16,秘密の部屋の道：,Way to the Hidden Room:,通往秘密房间：,비밀방으로 가는 길:,
, ,, , ,
,RIGHT LEFT STRAIGHT,右　左　まっすぐ,RIGHT LEFT STRAIGHT,RIGHT LEFT STRAIGHT,
yamaRturo17,「右」「左」「まっすぐ」,"""Right, left, straight.""",写的是……,"""오른쪽"", ""왼쪽"", ""직진"".",
,……だ。,That must be the way to go.,“右边”“左边”“直走”。,......이었지.,
yamaRturo18,法則はわかったかな？：,Remember the Rules:,规律搞懂了吗？：,법칙을 알겠나?,
, ,, , ,
,LUCKY RAINBOW RING,幸運　虹　輪,LUCKY RAINBOW RING,LUCKY RAINBOW RING,
yamaRturo19,法則……？,Rules...?,规律……？,법칙이라니......?,
yamaRturo20,この単語は……,This is Japanese again. It means...,这些单词是……,이 단어의 뜻은......,
,「幸運」「虹」「輪」だったかな。,"""Lucky rainbow ring."" I think.",“幸运、彩虹、环”？,"""행운"", ""무지개"", ""고리""였던가"".",
,意味はあるのか……？,Wonder if that will come in handy...?,有特殊意义吗……？,무슨 뜻이지......?,
yamaRturo21,法則はわかったかな？：,Remember the Rules:,规律搞懂了吗？：,법칙을 알겠나?,
, ,, , ,
,LUCKY RAINBOW RING,幸運　虹　輪,LUCKY RAINBOW RING,LUCKY RAINBOW RING,
yamaRturo22,この単語は……,This is Japanese again. It means...,这些单词是……,이 단어의 뜻은......,
,「幸運」「虹」「輪」だったかな。,"""Lucky rainbow ring."" I think.",“幸运、彩虹、环”？,"""행운"", ""무지개"", ""고리""였던가.",
,意味はあるのか……？,Wonder if that will come in handy...?,有特殊意义吗……？,무슨 뜻이지......?,
yamaRturo23,いい感じだね！,"So far, so good!",感觉不错哦！,제법인데!,
, ,セスキペダリアン　リマレンス, , ,
,SESQUIPEDALIAN LIMERENCE BATHYBIUS,バシビウス,SESQUIPEDALIAN LIMERENCE BATHYBIUS,SESQUIPEDALIAN LIMERENCE BATHYBIUS,
yamaRturo24,これは？ どういう意味だ？,"Wait, what does all this mean?",这些又是什么意思？,이번에는 뭐야? 무슨 뜻인데?,
yamaRturo25,これは……えーと……,Hmm... these are tricky...,这些分别是……呃……,이건...... 그러니까......,
,長ったらしい言葉のこと……恋愛の用語……,"Something about... a really long word,",“冗长的单词”……然后是个恋爱用语……,"""장황한 말""과... ""연애 관련 용어""...",
,……最後は……,"love, and...",……最后一个是……,그리고 마지막은......,
yamaRturo26,……うーん。,Uhhh...,嗯……,......으음.,
,わからない！！,"Sorry, man. I don't have a clue.",我也看不懂！！,모르겠어!!,
yamaRturo27,えっ！？,Huh?!,啊？！,뭐?!,
,……ど、どうするんだよ！,Then what are we gonna do now?!,……那、那怎么办啊！,"......이, 이제 어쩌지?!",
yamaRturo28,ま、なんとか,Meh. We'll figure it out somehow.,哎呀，总会有办法的，,"뭐, 힘내서",
,頑張ってみようぜ！,"Just have a little faith, Gio!",都试试看嘛！,열심히 풀어볼 수밖에!,
yamaRturo28_sa,ま、適当にやってみようぜ！,Sometimes you just gotta wing it in life.,哎呀，每条路都试试看呗！,"뭐, 적당히 풀어 보자고!",
,それが人間らしいだろ。,That's what being human is all about!,那样才是人类的作风嘛。,그게 인간다운 방법일 테니까.,
yamaRturo29,うう……くそ。,That...sounds like a terrible plan.,呜呜……可恶。,으..... 젠장.,
yamaRsoudan1,この落書きは？ 生徒のもの？,Hm... Did a student write this?,这些单词都是谁写的啊？是学生吗？,이 낙서는 뭐지? 학생이 한 건가?,
,……誰かが前にこの通路を,That means....someone must've,……难道之前有人走过这条路？,......누가 전에 이 통로를,
,歩いたってことか？,been walking around down here!,,지나간 적이 있는 게 아닐까?,
yamaRsoudan2,だとしたら、,But if that's the case...,如果真是那样，,그게 사실이라면,
,これを書いたやつは「地球語」に,That person would've had to been,写下这些单词的人，,"이걸 그린 녀석은 ""지구어""를",
,相当詳しいな。,able to use the Earthlings' language.,肯定相当精通“地球语”。,상당히 잘 알고 있었을 거야.,
yamaRsoudan3,「LIMERENCE」「BATHYBIUS」……,リマレンス... バシビウス...,“LIMERENCE”“BATHYBIUS”……,"""LIMERENCE"", ""BATHYBIUS""......",
,くそ！ おれに分からない単語が,Damn! I thought I was good at reading,可恶！,젠장! 나도 모르는,
,あるなんて！,"Earthling, too. I hate vocab!",竟然还有我不认识的词汇！,단어가 있었을 줄이야!,
yamaRsoudan4,\C[1]（そういえば……,\C[1](Speaking of vocab... I'm pretty,\C[1]（这么说来……,\C[1](그러고 보니......,
,いくつか僕にも理解できる単語が,sure I know a few Earthling words.,好像有几个词，连我也认识。,나도 아는 단어가 몇 개 있었지.,
,あるな。どこで見たんだっけ……）,"Where did I see them, again...?)",是在哪看到过来着……）,어디서 봤더라......),
yamaRsoudan5,\C[1]（そうだ。PCの言語がこれなんだ。,"\C[1](Ah, I remember now! I know some",\C[1]（对了。这就是电脑里的语言啊。,\C[1](그래. PC에서 쓰던 언어였어.,
,他に知ってる単語は……,Earthling tech words from my PC.,其他我认识的词还有……,그것 말고도 아는 단어라면....,
,「ALT」「BACK」「CONTROL」……）,"Like ""ALT,"" ""ESC,"" and ""CTRL""...)",“ALT”“BACK”“CONTROL”……）,"""ALT"", ""BACK"", ""CONTROL""......)",
yamaRsoudan6,……ふふ。,Heh...,……哈哈。,......후후.,
yamaRsoudan7,どうした？,What're you laughing about?,笑什么？,왜 그래?,
yamaRsoudan8,あ！ いや……,"Oh, uh...",啊！没……,앗! 아니......,
,なんでも。,"It's nothing, really.",没什么。,아무것도 아니야.,
yamadaRturo13B_en,秘密の部屋の道：,Way to the Hidden Room:,,,
,, ,,,
,"RIGHT,""LEFT"",""STRAIGHT""","""RIGHT"", ""LEFT"", ""STRAIGHT""",,,
yamaRturo13_en,なんだこれ？,What's this all about?,,,
yamaRturo14_en,これは……「地球語」だな。,"Ah, this is an Earthling language.",,,
,たしか英語だ。意味は……,"This is called ""English"".",,,
yamaRturo15_en,"R-I-G-H-T, ""L-E-F-T"", ""S-T-R-A-I-G-H-T""...","""R-I-G-H-T"", ""L-E-F-T"", ""S-T-R-A-I-G-H-T""...",,,
,……この通路のことか？,It must be talking about this passage.,,,
,どう進んだらいいんだろうな？,Which way should we go?,,,
yamaRturo16_en,秘密の部屋の道：,Way to the Hidden Room:,,,
, , ,,,
,"RIGHT, ""LEFT"", ""STRAIGHT""","""RIGHT"", ""LEFT"", ""STRAIGHT""",,,
yamaRturo17_en,"R-I-G-H-T, ""L-E-F-T"", ""S-T-R-A-I-G-H-T"".","""R-I-G-H-T"", ""L-E-F-T"", ""S-T-R-A-I-G-H-T"".",,,
,……だ。,That must be the way to go.,,,
yamaRturo18_en,法則はわかったかな？：,Remember the Rules:,,,
,, ,,,
,"L■FT, ""RI■H■"", ""■I■■T""","""L■FT"", ""RI■H■"", ""■I■■T""",,,
yamaRturo19_en,法則……？,Rules...?,,,
yamaRturo20_en,今度は文字が欠けてるな。,There are some missing letters.,,,
,"最初の文字は""L""、""R""と……","The first letters are ""L"", ""R"", and...",,,
yamaRturo21_en,法則はわかったかな？：,Remember the Rules:,,,
,, ,,,
,"L■FT, ""RI■H■"", ""■I■■T""","""L■FT"", ""RI■H■"", ""■I■■T""",,,
yamaRturo23_en,いい感じだね！,"So far, so good!",,,
,, ,,,
,"■TR■■G■T, ""■E■■"", ""R■TU■■""","""■TR■■G■T"", ""■E■■"", ""R■TU■■""",,,
yamaRturo24_en,これは？ どういう意味だ？,What does this mean?,,,
,また文字が隠れてるけど……,Some of the letters are missing again.,,,
yamaRturo25_en,これは……えーと……,Hmm... These are tricky...,,,使わない
,腕の骨……古代の祭り……,Arm...bone? And an ancient festival?,,,
,……最後は……,And the last one...,,,
yamaRturo26_en,……うーん。,Uhhh...,,,
,わからない！！,"Sorry, man. I don't have a clue.",,,
yamaRturo27_en,えっ！？,Huh?!,,,
,……ど、どうするんだよ！,Then what are we gonna do now?!,,,
